"ID","RoleType","Type","ShowID","Name","Des","IconID","FlipID","DefaultRGBA","Label","CanUseInCreate","CoinPrice"
"655","5","9","61","霜锋",,"6031",,"109;69;51;255",,"0","500"
"656","5","9","62","入魔",,"6081",,"103;66;53;255",,"0","1000"
"657","5","9","63","紫蝶",,"6088","64","187;135;187;255",,"0","1000"
"658","5","9","65","景云",,"6085",,"155;41;24;255",,"0","1000"
"659","5","9","66","雀斑",,"6091",,"189;156;135;255",,"0","500"
"660","5","9","67","血煞",,"6093","68","87;0;0;255",,"0","500"
"661","5","9","69","血煞修罗",,"6093",,"87;0;0;255",,"0","1000"
"662","5","9","70","阴符",,"6092","71","51;42;37;255",,"0","1000"
"663","5","9","72","天目",,"6086",,"90;0;0;255",,"0","1000"
"664","5","9","73","血瞳",,"6087",,"101;10;9;255",,"0","1000"
"665","5","9","74","森罗",,"6090","75","177;0;0;255",,"0","1000"
"666","5","9","76","森罗万象",,"6090",,"177;0;0;255",,"0","3800"
"667","5","9","77","錦鲤",,"6089","78","246;226;238;255",,"0","1000"
"668","5","9","79","内牛满面",,"6131",,"213;194;185;255",,"0","3800"
"669","5","9","80","花愁",,"6132",,"0;0;0;255",,"0","1000"
"670","5","9","81","菱眼",,"6136",,"0;0;0;255",,"0","3800"
"671","5","9","82","纤横",,"6130",,"70;60;53;255",,"0","1000"
"672","5","9","83","有凤来仪",,"6127",,"184;11;0;255",,"0","3800"
"673","5","9","84","狠戾",,"6133",,"173;129;107;255",,"0","3800"
"674","5","9","85","习目",,"6135","86","0;0;0;255",,"0","3800"
"675","5","9","87","羽目",,"6135",,"0;0;0;255",,"0","3800"
"676","5","9","88","鬼面",,"6128",,"175;33;16;255",,"0","1000"
"677","5","9","89","邪魅",,"6134",,"0;0;0;255",,"0","3800"
"678","5","9","90","蜈蚣",,"6129","91","0;0;0;255",,"0","3800"
"679","6","0","1","默认",,"5817",,"209;168;151;255",,"1","0"
"680","6","0","2","冰肌",,"5818",,"209;168;151;255",,"1","500"
"681","6","0","3","桃李",,"5819",,"209;168;151;255",,"1","500"
"682","6","0","4","凝脂",,"5820",,"209;168;151;255",,"1","500"
"683","6","1","1","默认",,"5841",,"40;34;25;255",,"1","0"
"684","6","1","2","蟾宫",,"5841",,"40;34;25;255",,"1","500"
"685","6","1","3","秋练",,"5842",,"69;64;48;255",,"1","500"
"686","6","1","4","玄烛",,"5843",,"89;64;63;255",,"1","500"
"687","6","1","5","白露",,"5844",,"157;161;132;255",,"1","500"
"688","6","1","6","琳琅",,"5845",,"89;90;80;255",,"1","3800"
"689","6","1","7","望舒",,"5846",,"49;40;34;255",,"1","500"
"692","6","2","1","默认",,"5841",,"40;34;25;255",,"1","0"
"693","6","2","2","蟾宫",,"5841",,"40;34;25;255",,"1","500"
"694","6","2","3","秋练",,"5842",,"69;64;48;255",,"1","500"
"695","6","2","4","玄烛",,"5843",,"89;64;63;255",,"1","500"
"696","6","2","5","白露",,"5844",,"157;161;132;255",,"1","500"
"697","6","2","6","琳琅",,"5845",,"89;90;80;255",,"1","3800"
"698","6","2","7","望舒",,"5846",,"49;40;34;255",,"1","500"
"701","6","3","0","默认",,"5815",,"255;255;255;255",,"1","0"
"702","6","3","1","卿暮",,"5773",,"161;115;92;255",,"1","300"
"703","6","3","2","墨韵",,"5774",,"132;95;82;255",,"1","300"
"704","6","3","3","云絮",,"5775",,"145;40;74;255",,"1","500"
"706","6","3","5","惑心",,"5777",,"167;51;76;255",,"1","1000"
"711","6","3","10","百媚",,"5782",,"165;84;82;255",,"1","500"
"712","6","3","11","幽楚",,"5783",,"143;96;80;255",,"1","300"
"715","6","4","1","默认",,"5731",,"0;0;0;255",,"1","0"
"716","6","4","2","无识",,"5731",,"0;0;0;255",,"1","500"
"717","6","4","3","隽秀",,"5732",,"0;0;0;255",,"1","500"
"718","6","4","4","上弦",,"5733",,"0;0;0;255",,"1","500"
"719","6","4","5","隽秀",,"5734",,"0;0;0;255",,"1","500"
"721","6","4","7","新月",,"5736",,"0;0;0;255",,"1","500"
"722","6","4","8","望月",,"5737",,"0;0;0;255",,"1","500"
"724","6","4","10","满月",,"5739",,"0;0;0;255",,"1","500"
"725","6","4","11","韶光",,"5740",,"0;0;0;255",,"1","500"
"726","6","5","1","默认",,"5623",,"0;0;0;255",,"1","0"
"727","6","5","2","小山眉",,"5623",,"0;0;0;255",,"1","500"
"728","6","5","3","嫦娥眉",,"5624",,"0;0;0;255",,"1","500"
"729","6","5","4","一字眉",,"5625",,"0;0;0;255",,"1","500"
"730","6","5","5","细横眉",,"5626",,"0;0;0;255",,"1","500"
"731","6","5","6","标准",,"5627",,"0;0;0;255",,"1","500"
"732","6","5","7","上挑眉",,"5628",,"0;0;0;255",,"1","500"
"733","6","5","8","清纯眉",,"5629",,"94;69;56;255",,"1","1000"
"734","6","5","9","清秀眉",,"5630",,"85;60;53;255",,"1","500"
"735","6","5","10","秋娘眉",,"5631",,"0;0;0;255",,"1","500"
"737","6","5","12","巾帼眉",,"5633",,"0;0;0;255",,"1","1000"
"738","6","5","13","朴素眉",,"5634",,"0;0;0;255",,"1","500"
"740","6","5","15","细眉",,"5636",,"98;74;60;255",,"1","500"
"741","6","5","16","直眉",,"5637",,"0;0;0;255",,"1","500"
"742","6","5","17","厚直眉",,"5638",,"114;82;56;255",,"1","500"
"750","6","6","0","默认",,"5815",,"255;255;255;255",,"1","0"
"751","6","6","1","暖蓉",,"5548",,"240;140;124;255",,"1","500"
"752","6","6","2","小雅",,"5549",,"222;131;122;255",,"1","500"
"753","6","6","3","含羞",,"5550",,"230;146;122;255",,"1","500"
"754","6","6","4","采薇",,"5551",,"231;131;116;255",,"1","500"
"755","6","6","5","淡舒",,"5552",,"225;125;115;255",,"1","500"
"760","6","7","1","默认",,"5569",,"163;73;64;255",,"1","0"
"761","6","7","2","言笑",,"5569",,"163;73;64;255",,"1","300"
"762","6","7","3","生光",,"5570",,"167;82;75;255",,"1","300"
"763","6","7","4","初亏",,"5571",,"168;85;84;255",,"1","300"
"764","6","7","5","伴影",,"5572",,"173;83;79;255",,"1","300"
"765","6","7","6","解颐",,"5573",,"196;107;97;255",,"1","300"
"767","6","7","8","云兮",,"5575",,"188;105;102;255",,"1","300"
"768","6","7","9","迷心",,"5576",,"172;105;106;255",,"1","500"
"770","6","8","1","默认",,"5556",,"0;0;0;255",,"1","0"
"771","6","8","2","剪水",,"5556",,"0;0;0;255",,"1","500"
"772","6","8","3","星眸",,"5557",,"0;0;0;255",,"1","500"
"773","6","8","4","秋水",,"5558",,"0;0;0;255",,"1","500"
"774","6","8","5","横波",,"5559",,"0;0;0;255",,"1","500"
"775","6","8","6","春水",,"5560",,"0;0;0;255",,"1","500"
"776","6","8","7","凝睇",,"5561",,"0;0;0;255",,"1","500"
"777","6","8","8","清泉",,"5562",,"158;194;215;255",,"1","1000"
"779","6","8","10","朗星",,"5564",,"0;0;0;255",,"1","1000"
"780","6","8","11","点漆",,"5565",,"0;0;0;255",,"1","500"
"785","6","9","0","默认",,"5815",,"255;255;255;255;255",,"1","0"
"833","6","9","1","一点红",,"5683",,"198;89;80;255",,"1","500"
"834","6","9","2","新蕊",,"5684",,"172;83;90;255",,"1","500"
"835","6","9","3","冷香",,"5685",,"196;56;97;255",,"1","500"
"836","6","9","4","锦上",,"5686",,"177;78;62;255",,"1","500"
"837","6","9","5","六出",,"5688",,"195;77;107;255",,"1","500"
"838","6","9","6","月夕",,"5692",,"255;255;255;255",,"1","1000"
"839","6","9","7","戏蝶",,"5697","8","197;110;102;255",,"1","1000"
"840","6","9","9","恋",,"5698","10","215;99;72;255",,"1","1000"
"842","6","9","13","灼灼",,"5700","14","246;100;106;255",,"1","1000"
"847","6","9","23","孤云出岫",,"5709",,"153;37;26;255",,"1","500"
"848","6","9","24","惊鸿一瞥",,"5710",,"114;48;55;255",,"1","500"
"849","6","9","25","泪",,"5714",,"0;0;0;255",,"1","300"
"850","6","9","26","无泪",,"5714",,"0;0;0;255",,"1","300"
"851","6","9","27","美人痣",,"5714",,"0;0;0;255",,"1","300"
"852","6","9","28","奈何",,"5706","29","0;0;0;255",,"1","500"
"853","6","9","30","浮世绘",,"5715",,"95;55;53;255",,"1","500"
"855","6","9","33","汗",,"5695",,"90;90;90;255",,"1","500"
"864","6","9","45","腼腆",,"5719",,"204;61;50;255",,"1","500"
