ID	RoleType	Type	ShowID	Name	IconID	DefaultRGBA	Label
709	2	4	16	红蓼	19990	230;157;152;255	
710	2	4	17	红萼	19991	230;157;152;255	
711	2	5	0	默认	19790		
712	2	6	0	默认	20958		
713	2	6	1	清铃·上	19955		
714	2	6	2	清铃·下	19956		
715	2	6	3	点眸·上	19957		
716	2	6	4	点眸·下	19958		
717	2	6	5	秋水·上	19959		
718	2	6	6	秋水·下	19960		
719	2	6	7	横波·上	19961		
720	2	6	8	横波·下	19962		
721	2	6	9	春水·上	19963		
722	2	6	10	春水·下	19964		
723	2	6	11	凝睇·上	19965		
724	2	6	12	凝睇·下	19966		
725	2	6	13	点漆·上	19967		
726	2	6	14	点漆·下	19968		
727	2	6	15	星眸·上	19969		
728	2	6	16	星眸·下	19970		
729	2	6	17	浮萍·上	19971		
730	2	6	18	浮萍·下	19972		
731	2	6	19	星河·上	19973		
732	2	6	20	星河·下	19974		
733	2	6	21	无	19673		
734	2	7	0	默认	19790		
735	2	7	1	霜狸	19925		
736	2	7	2	雪啸	19926		
737	2	7	3	焰莲	19911		
738	2	7	4	明昭	19912		
739	2	7	5	翩跹	19913		
740	2	7	6	嫣然	19892		
741	2	7	7	华幽	19893		
742	2	7	8	念念	19894		
743	2	7	9	落滟	19895		
744	2	7	10	翩芳	19896		
745	2	7	11	潋岚	19897		
746	2	7	12	雪意	19883		
747	2	7	13	有狐	19881		
748	2	7	14	斑斑	19882		
749	2	7	15	连星	19887		
750	2	7	16	菱花	19885		
751	2	7	17	鳞蛟	19877		
752	2	7	18	浴血	19862		
753	2	7	19	纤云	19878		
754	2	7	20	恋心	19876		
755	2	7	21	樱咲	19875		
756	2	7	22	雀斑	19861		
757	2	7	23	流金	19872		
758	2	7	24	惊昙	19873		
759	2	7	25	泪痣	19874		
760	2	7	26	魅星	19867		
761	2	7	27	妖星	19868		
762	2	7	28	逢虎	19869		
763	2	7	29	魂迷夜	19871		
764	2	7	30	曼殊沙华	19863		
765	2	7	31	夕燕	19864		
766	2	7	32	灿金	19865		
767	2	7	33	灵祈	19879		
768	2	7	34	崩天	19914		
769	2	7	35	狸瘴	19915		
770	2	7	36	珠玉	19916		
771	2	7	37	星月	19919		
772	2	7	38	烁金	19920		
773	2	7	39	金箍	19923		
774	2	7	40	情劫	19900		
775	2	7	41	冲冠	19902		
776	2	7	42	银鳞见日	19904		
777	2	7	43	菩萨蛮	19907		
778	2	7	44	芳菲尽	19898		
779	2	7	45	香如故·左	19880		
780	2	7	46	香如故·右	19880		
781	2	7	47	银杏·左	19884		
782	2	7	48	银杏·右	19884		
783	2	7	49	翠叶·左	19886		
784	2	7	50	翠叶·右	19886		
785	2	7	51	攀眉·左	19888		
786	2	7	52	攀眉·右	19888		
787	2	7	53	汐朝·左	19891		
788	2	7	54	汐朝·右	19891		
789	2	7	55	回浪汐朝	19891		
790	2	7	56	烟丹·左	19889		
791	2	7	57	烟丹·右	19889		
792	2	7	58	朱凤烟丹	19889		
793	2	7	59	摇红·左	19890		
794	2	7	60	摇红·右	19890		
795	2	7	61	烛影摇红	19890		
796	2	7	62	龙霆·左	19899		
797	2	7	63	龙霆·右	19899		
798	2	7	64	离火·左	19901		
799	2	7	65	离火·右	19901		
800	2	7	66	离火·双	19901		
801	2	7	67	金云·左	19903		
802	2	7	68	金云·右	19903		
803	2	7	69	金云·双	19903		
804	2	8	0	默认	19790		
805	2	8	1	霜狸	19925		
806	2	8	2	雪啸	19926		
807	2	8	3	焰莲	19911		
808	2	8	4	明昭	19912		
809	2	8	5	翩跹	19913		
810	2	8	6	嫣然	19892		
811	2	8	7	华幽	19893		
812	2	8	8	念念	19894		
813	2	8	9	落滟	19895		
814	2	8	10	翩芳	19896		
815	2	8	11	潋岚	19897		
816	2	8	12	雪意	19883		
817	2	8	13	有狐	19881		
818	2	8	14	斑斑	19882		
819	2	8	15	连星	19887		
820	2	8	16	菱花	19885		
821	2	8	17	鳞蛟	19877		
822	2	8	18	浴血	19862		
823	2	8	19	纤云	19878		
824	2	8	20	恋心	19876		
825	2	8	21	樱咲	19875		
826	2	8	22	雀斑	19861		
827	2	8	23	流金	19872		
828	2	8	24	惊昙	19873		
829	2	8	25	泪痣	19874		
830	2	8	26	魅星	19867		
831	2	8	27	妖星	19868		
832	2	8	28	逢虎	19869		
833	2	8	29	魂迷夜	19871		
834	2	8	30	曼殊沙华	19863		
835	2	8	31	夕燕	19864		
836	2	8	32	灿金	19865		
837	2	8	33	灵祈	19879		
838	2	8	34	崩天	19914		
839	2	8	35	狸瘴	19915		
840	2	8	36	珠玉	19916		
841	2	8	37	星月	19919		
842	2	8	38	烁金	19920		
843	2	8	39	金箍	19923		
844	2	8	40	情劫	19900		
845	2	8	41	冲冠	19902		
846	2	8	42	银鳞见日	19904		
847	2	8	43	菩萨蛮	19907		
848	2	8	44	芳菲尽	19898		
849	2	8	45	香如故·左	19896		
850	2	8	46	香如故·右	19896		
851	2	8	47	银杏·左	19884		
852	2	8	48	银杏·右	19884		
853	2	8	49	翠叶·左	19886		
854	2	8	50	翠叶·右	19886		
855	2	8	51	攀眉·左	19888		
856	2	8	52	攀眉·右	19888		
857	2	8	53	汐朝·左	19891		
858	2	8	54	汐朝·右	19891		
859	2	8	55	回浪汐朝	19891		
860	2	8	56	烟丹·左	19889		
861	2	8	57	烟丹·右	19889		
862	2	8	58	朱凤烟丹	19889		
863	2	8	59	摇红·左	19890		
864	2	8	60	摇红·右	19890		
865	2	8	61	烛影摇红	19890		
866	2	8	62	龙霆·左	19899		
867	2	8	63	龙霆·右	19899		
868	2	8	64	离火·左	19901		
869	2	8	65	离火·右	19901		
870	2	8	66	离火·双	19901		
871	2	8	67	金云·左	19903		
872	2	8	68	金云·右	19903		
873	2	8	69	金云·双	19903		
874	2	9	0	默认	19790		
875	2	9	1	霜狸	19925		
876	2	9	2	雪啸	19926		
877	2	9	3	焰莲	19911		
878	2	9	4	明昭	19912		
879	2	9	5	翩跹	19913		
880	2	9	6	嫣然	19892		
881	2	9	7	华幽	19893		
882	2	9	8	念念	19894		
883	2	9	9	落滟	19895		
884	2	9	10	翩芳	19896		
885	2	9	11	潋岚	19897		
886	2	9	12	雪意	19883		
887	2	9	13	有狐	19881		
888	2	9	14	斑斑	19882		
889	2	9	15	连星	19887		
890	2	9	16	菱花	19885		
891	2	9	17	鳞蛟	19877		
892	2	9	18	浴血	19862		
893	2	9	19	纤云	19878		
894	2	9	20	恋心	19876		
895	2	9	21	樱咲	19875		
896	2	9	22	雀斑	19861		
897	2	9	23	流金	19872		
898	2	9	24	惊昙	19873		
899	2	9	25	泪痣	19874		
900	2	9	26	魅星	19867		
901	2	9	27	妖星	19868		
902	2	9	28	逢虎	19869		
903	2	9	29	魂迷夜	19871		
904	2	9	30	曼殊沙华	19863		
905	2	9	31	夕燕	19864		
906	2	9	32	灿金	19865		
907	2	9	33	灵祈	19879		
908	2	9	34	崩天	19914		
909	2	9	35	狸瘴	19915		
910	2	9	36	珠玉	19916		
911	2	9	37	星月	19919		
912	2	9	38	烁金	19920		
913	2	9	39	金箍	19923		
914	2	9	40	情劫	19900		
915	2	9	41	冲冠	19902		
916	2	9	42	银鳞见日	19904		
917	2	9	43	菩萨蛮	19907		
918	2	9	44	芳菲尽	19898		
919	2	9	45	香如故·左	19896		
920	2	9	46	香如故·右	19896		
921	2	9	47	银杏·左	19884		
922	2	9	48	银杏·右	19884		
923	2	9	49	翠叶·左	19886		
924	2	9	50	翠叶·右	19886		
925	2	9	51	攀眉·左	19888		
926	2	9	52	攀眉·右	19888		
927	2	9	53	汐朝·左	19891		
928	2	9	54	汐朝·右	19891		
929	2	9	55	回浪汐朝	19891		
930	2	9	56	烟丹·左	19889		
931	2	9	57	烟丹·右	19889		
932	2	9	58	朱凤烟丹	19889		
933	2	9	59	摇红·左	19890		
934	2	9	60	摇红·右	19890		
935	2	9	61	烛影摇红	19890		
936	2	9	62	龙霆·左	19899		
937	2	9	63	龙霆·右	19899		
938	2	9	64	离火·左	19901		
939	2	9	65	离火·右	19901		
940	2	9	66	离火·双	19901		
941	2	9	67	金云·左	19903		
942	2	9	68	金云·右	19903		
943	2	9	69	金云·双	19903		
944	2	10	0	默认	19790		
945	2	10	1	烬	20452		
946	2	10	2	汐	20453		
947	2	10	3	绛	20454		
948	2	10	4	月	20455		
949	2	10	5	卿	20456		
950	2	10	6	鲤	20457		
951	2	10	7	彤	20458		
952	2	10	8	鸢	20459		
953	2	10	9	绊	20460		
954	2	10	10	深	20461		
955	2	10	11	榭	20462		
956	2	10	12	桃	20463		
957	2	10	13	盈	20464		
958	2	10	14	焰	20465		
959	2	10	15	鞠	20466		
960	2	10	16	蝽	20467		
961	2	10	17	秣	20468		
962	2	10	18	淮	20469		
963	2	10	19	绮	20470		
964	2	10	20	念	20471		
965	2	11	0	默认	19790		
966	2	11	1	莹砂	19934		
967	2	11	2	莹砂·半	19935		
968	2	11	3	凝心	19936		
969	2	11	4	凝心·半	19937		
970	2	11	5	烁晶	19938		
971	2	11	6	烁晶·半	19939		
972	2	11	7	落雪	19940		
973	2	11	8	落雪·半	19941		
974	2	11	9	星芒	19942		
975	2	11	10	星芒·半	19943		
976	2	11	11	月辰	19944		
977	2	11	12	月辰·半	19945		
978	2	11	13	惜春	19946		
979	2	11	14	惜春·半	19947		
980	2	12	0	默认	19790		
981	2	12	1	彷	20375		
982	2	12	2	景	20376		
983	2	12	3	幻	20377		
984	2	12	4	朱	20378		
985	2	12	5	赐	20379		
986	2	12	6	霖	20380		
987	2	12	7	玄	20381		
988	2	12	8	绔	20382		
989	2	12	9	晓	20383		
990	2	12	10	砂	20384		
991	2	12	11	虞	20385		
992	2	12	12	心	20386		
993	2	12	13	飒	20387		
994	2	12	14	缤	20388		
995	2	12	15	闻	20389		
996	2	12	16	惑	20390		
997	2	12	17	丝	20391		
998	2	12	18	嶂	20392		
999	2	12	19	魍	20393		
1000	2	12	20	寐	20394		
1001	2	13	0	默认	19790		
1002	2	13	1	皓	19814		
1003	2	13	2	昼	19815		
1004	2	13	3	晗	19816		
1005	2	13	4	曦	19817		
1006	2	13	5	曜	19818		
1007	2	13	6	旭	19819		
1008	2	13	7	晟	19820		
1009	2	13	8	辉	19821		
1010	2	13	9	煜	19822		
1011	2	13	10	炫	19823		
1012	2	13	11	娑	19824		
1013	2	13	12	皎	19825		
1014	2	13	13	白	19826		
1015	2	13	14	熠	19827		
1016	2	14	1	默认	19776	197;114;109;255	
1017	2	14	2	泛舟	19776	197;114;109;255	
1018	2	14	3	情笺	19777	197;114;109;255	
1019	2	14	4	青梅	19778	197;114;109;255	
1020	2	14	5	行露	19779	197;114;109;255	
1021	2	14	6	霞晚	19780	197;114;109;255	
1022	2	14	7	尘尽	19781	197;114;109;255	
1023	2	14	8	多愁	19782	197;114;109;255	
1024	2	14	9	婆娑	19783	197;114;109;255	
1025	2	14	10	疏狂	19784	197;114;109;255	
1026	2	14	11	紫烟	19785	197;114;109;255	
1027	2	14	12	萤火	19786	197;114;109;255	
1028	2	14	13	燕归	19787	197;114;109;255	
1029	2	14	14	别情	19788	197;114;109;255	
1030	2	14	15	幽阑	19789	197;114;109;255	
1031	2	15	0	默认	21337		
1032	2	15	1	清秋·底	20671		
1033	2	15	2	珠玉·底	20672		
1034	2	15	3	暗香·底	20673		
1035	2	15	4	脂扣·底	20674		
1036	2	15	5	寄情·底	20675		
1037	2	15	6	嫣染·底	20676		
1038	2	15	7	子衿·底	20677		
1039	2	15	8	鹿鸣·底	20678		
1040	2	15	9	潋滟·底	20679		
1041	2	15	10	韶光·底	20680		
1042	2	16	0	默认	21337		
1043	2	16	1	清秋·叠	20697		
1044	2	16	2	珠玉·叠	20698		
1045	2	16	3	暗香·叠	20699		
1046	2	16	4	脂扣·叠	20700		
1047	2	16	5	寄情·叠	20701		
1048	2	16	6	嫣染·叠	20702		
1049	2	16	7	子衿·叠	20703		
1050	2	16	8	鹿鸣·叠	20704		
1051	2	16	9	潋滟·叠	20705		
1052	2	16	10	韶光·叠	20706		
1053	2	17	0	默认	21337		
1054	2	17	1	清秋·晕	20723		
1055	2	17	2	珠玉·晕	20724		
1056	2	17	3	暗香·晕	20725		
1057	2	17	4	脂扣·晕	20726		
1058	2	17	5	寄情·晕	20727		
1059	2	17	6	嫣染·晕	20728		
1060	2	17	7	子衿·晕	20729		
1061	2	17	8	鹿鸣·晕	20730		
1062	2	17	9	潋滟·晕	20731		
1063	2	17	10	韶光·晕	20732		
1064	2	18	0	默认	21337		
1065	2	18	1	鹊桥	20749		
1066	2	18	2	重楼	20750		
1067	2	18	3	飞流	20751		
1068	2	18	4	涟光	20752		
1069	2	18	5	不移	20753		
1070	2	18	6	云州	20754		
1071	2	18	7	小憩	20755		
1072	2	18	8	回首	20756		
1073	2	18	9	清风	20757		
1074	2	18	10	惊鸿	20758		
1075	2	19	0	默认	19790		
1076	2	19	1	六围	19948		
1077	2	19	2	情缠	19949		
1078	2	19	3	覆雪	19950		
1079	2	19	4	星罗	19951		
1080	2	19	5	夜辰	19952		
1081	2	19	6	碎叶	19953		
1082	2	19	7	蝶变	19954		
1083	2	20	0	默认	19790		
1084	2	20	1	六围	19948		
1085	2	20	2	情缠	19949		
1086	2	20	3	覆雪	19950		
1087	2	20	4	星罗	19951		
1088	2	20	5	夜辰	19952		
1089	2	20	6	碎叶	19953		
1090	2	20	7	蝶变	19954		
1091	2	21	0	默认	19790		
1092	2	21	1	六围	19948		
1093	2	21	2	情缠	19949		
1094	2	21	3	覆雪	19950		
1095	2	21	4	星罗	19951		
1096	2	21	5	夜辰	19952		
1097	2	21	6	碎叶	19953		
1098	2	21	7	蝶变	19954		
1099	2	22	0	默认	19790		
1100	2	22	1	六围	19948		
1101	2	22	2	情缠	19949		
1102	2	22	3	覆雪	19950		
1103	2	22	4	星罗	19951		
1104	2	22	5	夜辰	19952		
1105	2	22	6	碎叶	19953		
1106	2	22	7	蝶变	19954		
1107	2	23	0	默认	19792		
1108	2	23	1	玉门·长	19792		
1109	2	23	2	玉门·短	19793		
1110	2	23	3	丛云·长	19794		
1111	2	23	4	丛云·短	19795		
1112	2	23	5	暗雪·长	19796		
1113	2	23	6	暗雪·短	19797		
1114	2	23	7	缥缈·长	19798		
1115	2	23	8	缥缈·短	19799		
1116	2	23	9	山色·长	19800		
1117	2	23	10	山色·短	19801		
1118	2	23	11	秋池·长	19802		
1119	2	23	12	秋池·短	19803		
1120	2	24	0	默认	20003		
1121	2	24	1	镜	20003		
1122	2	24	2	影	20004		
1123	2	24	3	夕	20005		
1124	2	24	4	溟	20006		
1125	2	24	5	暮	20007		
1126	2	24	6	霭	20008		
1127	2	24	7	白	20009		
1128	2	24	8	濛	20010		
1129	2	24	9	灵	20011		
1130	2	25	0	默认	20003		
1131	2	25	1	镜	20003		
1132	2	25	2	影	20004		
1133	2	25	3	夕	20005		
1134	2	25	4	溟	20006		
1135	2	25	5	暮	20007		
1136	2	25	6	霭	20008		
1137	2	25	7	白	20009		
1138	2	25	8	濛	20010		
1139	2	25	9	灵	20011		
1140	2	26	0	默认	20947		
1141	2	26	1	云霞	19992	220;181;164;255	
1142	2	26	2	云庭	19993	220;181;164;255	
1143	2	26	3	云簇	19994	220;181;164;255	
1144	2	26	4	云涟	19995	220;181;164;255	
1145	2	26	5	云轻	19996	220;181;164;255	
1146	2	26	6	云舫	19997	220;181;164;255	
1147	2	26	7	云舒	19998	220;181;164;255	
1148	2	26	8	云景	19999	220;181;164;255	
1149	2	26	9	云淡	20000	220;181;164;255	
1150	2	27	0	默认	20994		
1151	2	27	1	关雎	20995		
1152	2	27	2	采萍	20996		
1153	2	27	3	桃夭	20997		
1154	2	27	4	式微	20998		
1155	2	27	5	桑中	20999		
1156	2	27	6	有狐	21000		
1157	2	27	7	晨风	21001		
1158	2	27	8	蒹葭	21002		
1159	2	27	9	小山	21003		
1160	2	27	10	玉藻	21004		
1161	2	27	11	白华	21005		
1162	2	27	12	简夕	21006		
1163	2	27	13	伐檀	21007		
1164	2	27	14	无衣	21008		
1165	2	27	15	杜若	21009		
1166	2	27	16	芳草	21010		
1167	2	28	1	默认	20634	255;255;255;255	
1168	2	28	2	停云	20634		
1169	2	28	3	流风	20635		
1170	2	28	4	小楼	20636		
1171	2	28	5	暮霭	20637		
1172	2	28	6	清欢	20638		
1173	2	28	7	迷途	20639		
1174	2	28	8	叠峦	20640		
1175	2	28	9	曲径	20641		
1176	2	28	10	流年	20642		
1177	2	28	11	对影	20643		
1178	2	28	12	风月	20644		
1179	2	28	13	孤云	20645		
1180	2	28	14	濯止	20646		
1181	2	28	15	霁清	20647		
1182	2	28	16	薄雾	20648		
1183	2	28	17	落渊	20649		
1184	2	28	18	出尘	20650		
1185	2	28	19	秭归	20651		
1186	2	28	20	淡墨	20652		
1187	2	28	21	临风	20653		
1188	5	0	1	默认	20948	216;188;179;255	
1189	5	0	2	闻语	20949	216;188;179;255	
1190	5	0	3	争渡	20950	216;188;179;255	
1191	5	0	4	玉琼	20951	216;188;179;255	
1192	5	0	5	关山	20952	216;188;179;255	
1193	5	1	1	默认	19673	134;116;109;255	
1194	5	1	2	静秋	19673	134;116;109;255	
1195	5	1	3	云雁	19674	67;43;53;255	
1196	5	1	4	暮鸦	19675	174;163;166;255	
1197	5	1	5	清辉	19676	178;184;178;255	
1198	5	1	6	金瑶	19677	90;39;17;255	
1199	5	1	7	霜枝	19678	161;162;160;255	
1200	5	1	8	琴音	19679	150;108;70;255	
1201	5	1	9	松影	19680	161;162;160;255	
1202	5	1	10	梦幽	19681	155;148;151;255	
1203	5	1	11	清波	19682	112;110;106;255	
1204	5	1	12	天翠	19683	112;110;106;255	
1205	5	1	13	水月	19684	112;110;106;255	
1206	5	1	14	雁影	19685	95;87;83;255	
1207	5	1	15	琥珀	19686	150;108;70;255	
1208	5	1	16	猫瞳	19687	150;108;70;255	
1209	5	1	17	瑶池	19688	23;134;159;255	
1210	5	1	18	晚光	19689	148;71;87;255	
1211	5	1	19	花影	19690	173;116;173;255	
1212	5	1	20	云舟	19691	166;161;144;255	
1213	5	1	21	星璧	19692	46;156;156;255	
1214	5	1	22	静泊	19693	101;173;178;255	
1215	5	1	23	风吟	19694	94;115;81;255	
1216	5	1	24	碧波	19695	77;134;124;255	
1217	5	1	25	霞光	19696	67;12;41;255	
1218	5	1	26	心语	19697	139;108;141;255	
1219	5	2	1	默认	19673	134;116;109;255	
1220	5	2	2	静秋	19673	134;116;109;255	
1221	5	2	3	云雁	19674	67;43;53;255	
1222	5	2	4	暮鸦	19675	174;163;166;255	
1223	5	2	5	清辉	19676	178;184;178;255	
1224	5	2	6	金瑶	19677	90;39;17;255	
1225	5	2	7	霜枝	19678	161;162;160;255	
1226	5	2	8	琴音	19679	150;108;70;255	
1227	5	2	9	松影	19680	161;162;160;255	
1228	5	2	10	梦幽	19681	155;148;151;255	
1229	5	2	11	清波	19682	112;110;106;255	
1230	5	2	12	天翠	19683	112;110;106;255	
1231	5	2	13	水月	19684	112;110;106;255	
1232	5	2	14	雁影	19685	95;87;83;255	
1233	5	2	15	琥珀	19686	150;108;70;255	
1234	5	2	16	猫瞳	19687	150;108;70;255	
1235	5	2	17	瑶池	19688	23;134;159;255	
1236	5	2	18	晚光	19689	148;71;87;255	
1237	5	2	19	花影	19690	173;116;173;255	
1238	5	2	20	云舟	19691	166;161;144;255	
1239	5	2	21	星璧	19692	46;156;156;255	
1240	5	2	22	静泊	19693	101;173;178;255	
1241	5	2	23	风吟	19694	94;115;81;255	
1242	5	2	24	碧波	19695	77;134;124;255	
1243	5	2	25	霞光	19696	67;12;41;255	
1244	5	2	26	心语	19697	139;108;141;255	
1245	5	3	1	默认	20012	140;100;88;255	
1246	5	3	2	论英雄	20012	140;100;88;255	
1247	5	3	3	枫林晚	20013	140;100;88;255	
1248	5	3	4	菩提心	20014	140;100;88;255	
1249	5	3	5	倦云台	20015	140;100;88;255	
1250	5	3	6	不系舟	20016	140;100;88;255	
1251	5	3	7	浣溪沙	20017	140;100;88;255	
1252	5	3	8	过重关	20018	140;100;88;255	
1253	5	3	9	山月斜	20019	140;100;88;255	
1254	5	3	10	凤凰台	20020	140;100;88;255	
1255	5	3	11	东篱下	20021	140;100;88;255	
1256	5	3	12	醉飞霜	20022	140;100;88;255	
1257	5	3	13	梦阑干	20023	140;100;88;255	
1258	5	3	14	忆秦娥	20024	140;100;88;255	
1259	5	3	15	云中君	20025	140;100;88;255	
1260	5	3	16	意疏狂	20026	140;100;88;255	
1261	5	3	17	浮生梦	20027	140;100;88;255	
1262	5	3	18	鹊南飞	20028	140;100;88;255	
1263	5	3	19	揽星河	20029	140;100;88;255	
1264	5	3	20	我心悠	20030	140;100;88;255	
1265	5	3	21	曲中游	20031	140;100;88;255	
1266	5	3	22	观沧海	20032	140;100;88;255	
1267	5	3	23	将军令	20033	140;100;88;255	
1268	5	3	24	枉凝眉	20034	140;100;88;255	
1269	5	3	25	勾栏醉	20035	140;100;88;255	
1270	5	3	26	长恨歌	20036	140;100;88;255	
1271	5	3	27	执金吾	20037	140;100;88;255	
1272	5	3	28	倚阑干	20038	140;100;88;255	
1273	5	3	29	三千里	20039	140;100;88;255	
1274	5	3	30	仗歌行	20040	140;100;88;255	
1275	5	3	31	落梅笺	20041	140;100;88;255	
1276	5	3	32	踏凌霄	20042	140;100;88;255	
1277	5	3	33	数风流	20043	140;100;88;255	
1278	5	3	34	浪淘沙	20044	140;100;88;255	
1279	5	3	35	气峥嵘	20045	140;100;88;255	
1280	5	3	36	少年行	20046	140;100;88;255	
1281	5	3	37	相见欢	20047	140;100;88;255	
1282	5	3	38	酹江月	20048	140;100;88;255	
1283	5	3	39	碧玉萧	20049	140;100;88;255	
1284	5	3	40	洞庭波	20050	140;100;88;255	
1285	5	4	0	默认	19790		
1286	5	4	1	红笺	19975	230;157;152;255	
1287	5	4	2	红霞	19976	230;157;152;255	
1288	5	4	3	红炉	19977	230;157;152;255	
1289	5	4	4	红豆	19978	230;157;152;255	
1290	5	4	5	红枫	19979	230;157;152;255	
1291	5	4	6	红粟	19980	230;157;152;255	
1292	5	4	7	红荔	19981	230;157;152;255	
1293	5	4	8	红尘	19982	230;157;152;255	
1294	5	4	9	红怜	19983	230;157;152;255	
1295	5	4	10	红云	19984	230;157;152;255	
1296	5	4	11	红咲	19985	230;157;152;255	
1297	5	4	12	红苕	19986	230;157;152;255	
1298	5	4	13	红酥	19987	230;157;152;255	
1299	5	4	14	红萤	19988	230;157;152;255	
1300	5	4	15	红烛	19989	230;157;152;255	
1301	5	4	16	红蓼	19990	230;157;152;255	
1302	5	4	17	红萼	19991	230;157;152;255	
1303	5	5	0	默认	19790		
1304	5	6	0	默认	20958		
1305	5	6	1	清铃·上	19955		
1306	5	6	2	清铃·下	19956		
1307	5	6	3	点眸·上	19957		
1308	5	6	4	点眸·下	19958		
1309	5	6	5	秋水·上	19959		
1310	5	6	6	秋水·下	19960		
1311	5	6	7	横波·上	19961		
1312	5	6	8	横波·下	19962		
1313	5	6	9	春水·上	19963		
1314	5	6	10	春水·下	19964		
1315	5	6	11	凝睇·上	19965		
1316	5	6	12	凝睇·下	19966		
1317	5	6	13	点漆·上	19967		
1318	5	6	14	点漆·下	19968		
1319	5	6	15	星眸·上	19969		
1320	5	6	16	星眸·下	19970		
1321	5	6	17	浮萍·上	19971		
1322	5	6	18	浮萍·下	19972		
1323	5	6	19	星河·上	19973		
1324	5	6	20	星河·下	19974		
1325	5	6	21	无	19673		
1326	5	7	0	默认	19790		
1327	5	7	1	霜狸	19925		
1328	5	7	2	雪啸	19926		
1329	5	7	3	焰莲	19911		
1330	5	7	4	明昭	19912		
1331	5	7	5	翩跹	19913		
1332	5	7	6	嫣然	19892		
1333	5	7	7	华幽	19893		
1334	5	7	8	念念	19894		
1335	5	7	9	落滟	19895		
1336	5	7	10	翩芳	19896		
1337	5	7	11	潋岚	19897		
1338	5	7	12	雪意	19883		
1339	5	7	13	有狐	19881		
1340	5	7	14	斑斑	19882		
1341	5	7	15	连星	19887		
1342	5	7	16	菱花	19885		
1343	5	7	17	鳞蛟	19877		
1344	5	7	18	浴血	19862		
1345	5	7	19	纤云	19878		
1346	5	7	20	恋心	19876		
1347	5	7	21	樱咲	19875		
1348	5	7	22	雀斑	19861		
1349	5	7	23	流金	19872		
1350	5	7	24	惊昙	19873		
1351	5	7	25	泪痣	19874		
1352	5	7	26	魅星	19867		
1353	5	7	27	妖星	19868		
1354	5	7	28	逢虎	19869		
1355	5	7	29	魂迷夜	19871		
1356	5	7	30	曼殊沙华	19863		
1357	5	7	31	夕燕	19864		
1358	5	7	32	灿金	19865		
1359	5	7	33	灵祈	19879		
1360	5	7	34	崩天	19914		
1361	5	7	35	狸瘴	19915		
1362	5	7	36	珠玉	19916		
1363	5	7	37	星月	19919		
1364	5	7	38	烁金	19920		
1365	5	7	39	金箍	19923		
1366	5	7	40	情劫	19900		
1367	5	7	41	冲冠	19902		
1368	5	7	42	银鳞见日	19904		
1369	5	7	43	菩萨蛮	19907		
1370	5	7	44	芳菲尽	19898		
1371	5	7	45	香如故·左	19896		
1372	5	7	46	香如故·右	19896		
1373	5	7	47	银杏·左	19884		
1374	5	7	48	银杏·右	19884		
1375	5	7	49	翠叶·左	19886		
1376	5	7	50	翠叶·右	19886		
1377	5	7	51	攀眉·左	19888		
1378	5	7	52	攀眉·右	19888		
1379	5	7	53	汐朝·左	19891		
1380	5	7	54	汐朝·右	19891		
1381	5	7	55	回浪汐朝	19891		
1382	5	7	56	烟丹·左	19889		
1383	5	7	57	烟丹·右	19889		
1384	5	7	58	朱凤烟丹	19889		
1385	5	7	59	摇红·左	19890		
1386	5	7	60	摇红·右	19890		
1387	5	7	61	烛影摇红	19890		
1388	5	7	62	龙霆·左	19899		
1389	5	7	63	龙霆·右	19899		
1390	5	7	64	离火·左	19901		
1391	5	7	65	离火·右	19901		
1392	5	7	66	离火·双	19901		
1393	5	7	67	金云·左	19903		
1394	5	7	68	金云·右	19903		
1395	5	7	69	金云·双	19903		
1396	5	8	0	默认	19790		
1397	5	8	1	霜狸	19925		
1398	5	8	2	雪啸	19926		
1399	5	8	3	焰莲	19911		
1400	5	8	4	明昭	19912		
1401	5	8	5	翩跹	19913		
1402	5	8	6	嫣然	19892		
1403	5	8	7	华幽	19893		
1404	5	8	8	念念	19894		
1405	5	8	9	落滟	19895		
1406	5	8	10	翩芳	19896		
1407	5	8	11	潋岚	19897		
1408	5	8	12	雪意	19883		
1409	5	8	13	有狐	19881		
1410	5	8	14	斑斑	19882		
1411	5	8	15	连星	19887		
1412	5	8	16	菱花	19885		
1413	5	8	17	鳞蛟	19877		
1414	5	8	18	浴血	19862		
1415	5	8	19	纤云	19878		
1416	5	8	20	恋心	19876		
1417	5	8	21	樱咲	19875		
1418	5	8	22	雀斑	19861		
1419	5	8	23	流金	19872		
1420	5	8	24	惊昙	19873		
1421	5	8	25	泪痣	19874		
1422	5	8	26	魅星	19867		
1423	5	8	27	妖星	19868		
1424	5	8	28	逢虎	19869		
1425	5	8	29	魂迷夜	19871		
1426	5	8	30	曼殊沙华	19863		
1427	5	8	31	夕燕	19864		
1428	5	8	32	灿金	19865		
1429	5	8	33	灵祈	19879		
1430	5	8	34	崩天	19914		
1431	5	8	35	狸瘴	19915		
1432	5	8	36	珠玉	19916		
1433	5	8	37	星月	19919		
1434	5	8	38	烁金	19920		
1435	5	8	39	金箍	19923		
1436	5	8	40	情劫	19900		
1437	5	8	41	冲冠	19902		
1438	5	8	42	银鳞见日	19904		
1439	5	8	43	菩萨蛮	19907		
1440	5	8	44	芳菲尽	19898		
1441	5	8	45	香如故·左	19896		
1442	5	8	46	香如故·右	19896		
1443	5	8	47	银杏·左	19884		
