ID	RoleType	Type	ShowID	Name	IconID	DefaultRGBA	Label
653	2	2	26	右虹膜·25	19697	139;108;141;255	
654	2	3	1	默认	19704	140;100;88;255	
655	2	3	2	眉毛·1	19704	140;100;88;255	
656	2	3	3	眉毛·2	19705	140;100;88;255	
657	2	3	4	眉毛·3	19706	140;100;88;255	
658	2	3	5	眉毛·4	19707	140;100;88;255	
659	2	3	6	眉毛·5	19708	140;100;88;255	
660	2	3	7	眉毛·6	19709	140;100;88;255	
661	2	3	8	眉毛·7	19710	140;100;88;255	
662	2	3	9	眉毛·8	19711	140;100;88;255	
663	2	3	10	眉毛·9	19712	140;100;88;255	
664	2	3	11	眉毛·10	19713	140;100;88;255	
665	2	3	12	眉毛·11	19714	140;100;88;255	
666	2	3	13	眉毛·12	19715	140;100;88;255	
667	2	3	14	眉毛·13	19716	140;100;88;255	
668	2	3	15	眉毛·14	19717	140;100;88;255	
669	2	3	16	眉毛·15	19718	140;100;88;255	
670	2	3	17	眉毛·16	19719	140;100;88;255	
671	2	3	18	眉毛·17	19720	140;100;88;255	
672	2	3	19	眉毛·18	19721	140;100;88;255	
673	2	3	20	眉毛·19	19722	140;100;88;255	
674	2	3	21	眉毛·20	19723	140;100;88;255	
675	2	3	22	眉毛·21	19724	140;100;88;255	
676	2	3	23	眉毛·22	19725	140;100;88;255	
677	2	3	24	眉毛·23	19726	140;100;88;255	
678	2	3	25	眉毛·24	19727	140;100;88;255	
679	2	3	26	眉毛·25	19728	140;100;88;255	
680	2	3	27	眉毛·26	19729	140;100;88;255	
681	2	3	28	眉毛·27	19730	140;100;88;255	
682	2	3	29	眉毛·28	19731	140;100;88;255	
683	2	3	30	眉毛·29	19732	140;100;88;255	
684	2	3	31	眉毛·30	19733	140;100;88;255	
685	2	3	32	眉毛·31	19734	140;100;88;255	
686	2	3	33	眉毛·32	19735	140;100;88;255	
687	2	3	34	眉毛·33	19736	140;100;88;255	
688	2	3	35	眉毛·34	19737	140;100;88;255	
689	2	3	36	眉毛·35	19738	140;100;88;255	
690	2	3	37	眉毛·36	19739	140;100;88;255	
691	2	3	38	眉毛·37	19740	140;100;88;255	
692	2	3	39	眉毛·38	19741	140;100;88;255	
693	2	3	40	眉毛·39	19742	140;100;88;255	
694	2	4	0	腮红·0	19790	230;157;152;255	
695	2	4	1	腮红·1	19975	230;157;152;255	
696	2	4	2	腮红·2	19976	230;157;152;255	
697	2	4	3	腮红·3	19977	230;157;152;255	
698	2	4	4	腮红·4	19978	230;157;152;255	
699	2	4	5	腮红·5	19979	230;157;152;255	
700	2	4	6	腮红·6	19980	230;157;152;255	
701	2	4	7	腮红·7	19981	230;157;152;255	
702	2	4	8	腮红·8	19982	230;157;152;255	
703	2	4	9	腮红·9	19983	230;157;152;255	
704	2	4	10	腮红·10	19984	230;157;152;255	
705	2	4	11	腮红·11	19985	230;157;152;255	
706	2	4	12	腮红·12	19986	230;157;152;255	
707	2	4	13	腮红·13	19987	230;157;152;255	
708	2	4	14	腮红·14	19988	230;157;152;255	
709	2	4	15	腮红·15	19989	230;157;152;255	
710	2	4	16	腮红·16	19990	230;157;152;255	
711	2	4	17	腮红·17	19991	230;157;152;255	
712	2	5	0	胡须·0	19790	255;255;255;255	
713	2	6	0	眼神光·0	19790	255;255;255;255	
714	2	6	1	眼神光·1	19955		
715	2	6	2	眼神光·2	19956		
716	2	6	3	眼神光·3	19957		
717	2	6	4	眼神光·4	19958		
718	2	6	5	眼神光·5	19959		
719	2	6	6	眼神光·6	19960		
720	2	6	7	眼神光·7	19961		
721	2	6	8	眼神光·8	19962		
722	2	6	9	眼神光·9	19963		
723	2	6	10	眼神光·10	19964		
724	2	6	11	眼神光·11	19965		
725	2	6	12	眼神光·12	19966		
726	2	6	13	眼神光·13	19967		
727	2	6	14	眼神光·14	19968		
728	2	6	15	眼神光·15	19969		
729	2	6	16	眼神光·16	19970		
730	2	6	17	眼神光·17	19971		
731	2	6	18	眼神光·18	19972		
732	2	6	19	眼神光·19	19973		
733	2	6	20	眼神光·20	19974		
734	2	7	0	贴花1·0	19790	255;255;255;255	
735	2	7	1	贴花1·1	19925		
736	2	7	2	贴花1·2	19926		
737	2	7	3	贴花1·3	19911		
738	2	7	4	贴花1·4	19912		
739	2	7	5	贴花1·5	19913		
740	2	7	6	贴花1·6	19892		
741	2	7	7	贴花1·7	19893		
742	2	7	8	贴花1·8	19894		
743	2	7	9	贴花1·9	19895		
744	2	7	10	贴花1·10	19896		
745	2	7	11	贴花1·11	19897		
746	2	7	12	贴花1·12	19883		
747	2	7	13	贴花1·13	19881		
748	2	7	14	贴花1·14	19882		
749	2	7	15	贴花1·15	19887		
750	2	7	16	贴花1·16	19885		
751	2	7	17	贴花1·17	19877		
752	2	7	18	贴花1·18	19862		
753	2	7	19	贴花1·19	19878		
754	2	7	20	贴花1·20	19876		
755	2	7	21	贴花1·21	19875		
756	2	7	22	贴花1·22	19861		
757	2	7	23	贴花1·23	19872		
758	2	7	24	贴花1·24	19873		
759	2	7	25	贴花1·25	19874		
760	2	7	26	贴花1·26	19867		
761	2	7	27	贴花1·27	19868		
762	2	7	28	贴花1·28	19869		
763	2	7	29	贴花1·29	19871		
764	2	7	30	贴花1·30	19863		
765	2	7	31	贴花1·31	19864		
766	2	7	32	贴花1·32	19865		
767	2	7	33	贴花1·33	19879		
768	2	7	34	贴花1·34	19914		
769	2	7	35	贴花1·35	19915		
770	2	7	36	贴花1·36	19916		
771	2	7	37	贴花1·37	19919		
772	2	7	38	贴花1·38	19920		
773	2	7	39	贴花1·39	19923		
774	2	7	40	贴花1·40	19900		
775	2	7	41	贴花1·41	19902		
776	2	7	42	贴花1·42	19904		
777	2	7	43	贴花1·43	19907		
778	2	7	44	贴花1·44	19898		
779	2	7	45	贴花1·45	19880		
780	2	7	46	贴花1·46	19880		
781	2	7	47	贴花1·47	19884		
782	2	7	48	贴花1·48	19884		
783	2	7	49	贴花1·49	19886		
784	2	7	50	贴花1·50	19886		
785	2	7	51	贴花1·51	19888		
786	2	7	52	贴花1·52	19888		
787	2	7	53	贴花1·53	19891		
788	2	7	54	贴花1·54	19891		
789	2	7	55	贴花1·55	19891		
790	2	7	56	贴花1·56	19889		
791	2	7	57	贴花1·57	19889		
792	2	7	58	贴花1·58	19889		
793	2	7	59	贴花1·59	19890		
794	2	7	60	贴花1·60	19890		
795	2	7	61	贴花1·61	19890		
796	2	7	62	贴花1·62	19899		
797	2	7	63	贴花1·63	19899		
798	2	7	64	贴花1·64	19901		
799	2	7	65	贴花1·65	19901		
800	2	7	66	贴花1·66	19901		
801	2	7	67	贴花1·67	19903		
802	2	7	68	贴花1·68	19903		
803	2	7	69	贴花1·69	19903		
804	2	8	0	贴花2·0	19790	255;255;255;255	
805	2	8	1	贴花2·1	19925		
806	2	8	2	贴花2·2	19926		
807	2	8	3	贴花2·3	19911		
808	2	8	4	贴花2·4	19912		
809	2	8	5	贴花2·5	19913		
810	2	8	6	贴花2·6	19892		
811	2	8	7	贴花2·7	19893		
812	2	8	8	贴花2·8	19894		
813	2	8	9	贴花2·9	19895		
814	2	8	10	贴花2·10	19896		
815	2	8	11	贴花2·11	19897		
816	2	8	12	贴花2·12	19883		
817	2	8	13	贴花2·13	19881		
818	2	8	14	贴花2·14	19882		
819	2	8	15	贴花2·15	19887		
820	2	8	16	贴花2·16	19885		
821	2	8	17	贴花2·17	19877		
822	2	8	18	贴花2·18	19862		
823	2	8	19	贴花2·19	19878		
824	2	8	20	贴花2·20	19876		
825	2	8	21	贴花2·21	19875		
826	2	8	22	贴花2·22	19861		
827	2	8	23	贴花2·23	19872		
828	2	8	24	贴花2·24	19873		
829	2	8	25	贴花2·25	19874		
830	2	8	26	贴花2·26	19867		
831	2	8	27	贴花2·27	19868		
832	2	8	28	贴花2·28	19869		
833	2	8	29	贴花2·29	19871		
834	2	8	30	贴花2·30	19863		
835	2	8	31	贴花2·31	19864		
836	2	8	32	贴花2·32	19865		
837	2	8	33	贴花2·33	19879		
838	2	8	34	贴花2·34	19914		
839	2	8	35	贴花2·35	19915		
840	2	8	36	贴花2·36	19916		
841	2	8	37	贴花2·37	19919		
842	2	8	38	贴花2·38	19920		
843	2	8	39	贴花2·39	19923		
844	2	8	40	贴花2·40	19900		
845	2	8	41	贴花2·41	19902		
846	2	8	42	贴花2·42	19904		
847	2	8	43	贴花2·43	19907		
848	2	8	44	贴花2·44	19898		
849	2	8	45	贴花2·45	19896		
850	2	8	46	贴花2·46	19896		
851	2	8	47	贴花2·47	19884		
852	2	8	48	贴花2·48	19884		
853	2	8	49	贴花2·49	19886		
854	2	8	50	贴花2·50	19886		
855	2	8	51	贴花2·51	19888		
856	2	8	52	贴花2·52	19888		
857	2	8	53	贴花2·53	19891		
858	2	8	54	贴花2·54	19891		
859	2	8	55	贴花2·55	19891		
860	2	8	56	贴花2·56	19889		
861	2	8	57	贴花2·57	19889		
862	2	8	58	贴花2·58	19889		
863	2	8	59	贴花2·59	19890		
864	2	8	60	贴花2·60	19890		
865	2	8	61	贴花2·61	19890		
866	2	8	62	贴花2·62	19899		
867	2	8	63	贴花2·63	19899		
868	2	8	64	贴花2·64	19901		
869	2	8	65	贴花2·65	19901		
870	2	8	66	贴花2·66	19901		
871	2	8	67	贴花2·67	19903		
872	2	8	68	贴花2·68	19903		
873	2	8	69	贴花2·69	19903		
874	2	9	0	贴花3·0	19790	255;255;255;255	
875	2	9	1	贴花3·1	19925		
876	2	9	2	贴花3·2	19926		
877	2	9	3	贴花3·3	19911		
878	2	9	4	贴花3·4	19912		
879	2	9	5	贴花3·5	19913		
880	2	9	6	贴花3·6	19892		
881	2	9	7	贴花3·7	19893		
882	2	9	8	贴花3·8	19894		
883	2	9	9	贴花3·9	19895		
884	2	9	10	贴花3·10	19896		
885	2	9	11	贴花3·11	19897		
886	2	9	12	贴花3·12	19883		
887	2	9	13	贴花3·13	19881		
888	2	9	14	贴花3·14	19882		
889	2	9	15	贴花3·15	19887		
890	2	9	16	贴花3·16	19885		
891	2	9	17	贴花3·17	19877		
892	2	9	18	贴花3·18	19862		
893	2	9	19	贴花3·19	19878		
894	2	9	20	贴花3·20	19876		
895	2	9	21	贴花3·21	19875		
896	2	9	22	贴花3·22	19861		
897	2	9	23	贴花3·23	19872		
898	2	9	24	贴花3·24	19873		
899	2	9	25	贴花3·25	19874		
900	2	9	26	贴花3·26	19867		
901	2	9	27	贴花3·27	19868		
902	2	9	28	贴花3·28	19869		
903	2	9	29	贴花3·29	19871		
904	2	9	30	贴花3·30	19863		
905	2	9	31	贴花3·31	19864		
906	2	9	32	贴花3·32	19865		
907	2	9	33	贴花3·33	19879		
908	2	9	34	贴花3·34	19914		
909	2	9	35	贴花3·35	19915		
910	2	9	36	贴花3·36	19916		
911	2	9	37	贴花3·37	19919		
912	2	9	38	贴花3·38	19920		
913	2	9	39	贴花3·39	19923		
914	2	9	40	贴花3·40	19900		
915	2	9	41	贴花3·41	19902		
916	2	9	42	贴花3·42	19904		
917	2	9	43	贴花3·43	19907		
918	2	9	44	贴花3·44	19898		
919	2	9	45	贴花3·45	19896		
920	2	9	46	贴花3·46	19896		
921	2	9	47	贴花3·47	19884		
922	2	9	48	贴花3·48	19884		
923	2	9	49	贴花3·49	19886		
924	2	9	50	贴花3·50	19886		
925	2	9	51	贴花3·51	19888		
926	2	9	52	贴花3·52	19888		
927	2	9	53	贴花3·53	19891		
928	2	9	54	贴花3·54	19891		
929	2	9	55	贴花3·55	19891		
930	2	9	56	贴花3·56	19889		
931	2	9	57	贴花3·57	19889		
932	2	9	58	贴花3·58	19889		
933	2	9	59	贴花3·59	19890		
934	2	9	60	贴花3·60	19890		
935	2	9	61	贴花3·61	19890		
936	2	9	62	贴花3·62	19899		
937	2	9	63	贴花3·63	19899		
938	2	9	64	贴花3·64	19901		
939	2	9	65	贴花3·65	19901		
940	2	9	66	贴花3·66	19901		
941	2	9	67	贴花3·67	19903		
942	2	9	68	贴花3·68	19903		
943	2	9	69	贴花3·69	19903		
944	2	10	0	唇彩·0	19790	255;255;255;255	
945	2	10	1	唇彩·1			
946	2	10	2	唇彩·2			
947	2	10	3	唇彩·3			
948	2	10	4	唇彩·4			
949	2	10	5	唇彩·5			
950	2	10	6	唇彩·6			
951	2	10	7	唇彩·7			
952	2	10	8	唇彩·8			
953	2	10	9	唇彩·9			
954	2	10	10	唇彩·10			
955	2	10	11	唇彩·11			
956	2	10	12	唇彩·12			
957	2	10	13	唇彩·13			
958	2	10	14	唇彩·14			
959	2	10	15	唇彩·15			
960	2	10	16	唇彩·16			
961	2	10	17	唇彩·17			
962	2	10	18	唇彩·18			
963	2	10	19	唇彩·19			
964	2	10	20	唇彩·20			
965	2	11	0	闪点·0	19790	255;255;255;255	
966	2	11	1	闪点·1	19934		
967	2	11	2	闪点·2	19935		
968	2	11	3	闪点·3	19936		
969	2	11	4	闪点·4	19937		
970	2	11	5	闪点·5	19938		
971	2	11	6	闪点·6	19939		
972	2	11	7	闪点·7	19940		
973	2	11	8	闪点·8	19941		
974	2	11	9	闪点·9	19942		
975	2	11	10	闪点·10	19943		
976	2	11	11	闪点·11	19944		
977	2	11	12	闪点·12	19945		
978	2	11	13	闪点·13	19946		
979	2	11	14	闪点·14	19947		
980	2	12	0	叠涂·0	19790	255;255;255;255	
981	2	12	1	叠涂·1			
982	2	12	2	叠涂·2			
983	2	12	3	叠涂·3			
984	2	12	4	叠涂·4			
985	2	12	5	叠涂·5			
986	2	12	6	叠涂·6			
987	2	12	7	叠涂·7			
988	2	12	8	叠涂·8			
989	2	12	9	叠涂·9			
990	2	12	10	叠涂·10			
991	2	12	11	叠涂·11			
992	2	12	12	叠涂·12			
993	2	12	13	叠涂·13			
994	2	12	14	叠涂·14			
995	2	12	15	叠涂·15			
996	2	12	16	叠涂·16			
997	2	12	17	叠涂·17			
998	2	12	18	叠涂·18			
999	2	12	19	叠涂·19			
1000	2	12	20	叠涂·20			
1001	2	13	0	偏光·0	19790	255;255;255;255	
1002	2	13	1	偏光·1	19814		
1003	2	13	2	偏光·2	19815		
1004	2	13	3	偏光·3	19816		
1005	2	13	4	偏光·4	19817		
1006	2	13	5	偏光·5	19818		
1007	2	13	6	偏光·6	19819		
1008	2	13	7	偏光·7	19820		
1009	2	13	8	偏光·8	19821		
1010	2	13	9	偏光·9	19822		
1011	2	13	10	偏光·10	19823		
1012	2	13	11	偏光·11	19824		
1013	2	13	12	偏光·12	19825		
1014	2	13	13	偏光·13	19826		
1015	2	13	14	偏光·14	19827		
1016	2	14	1	默认	19790	197;114;109;255	
1017	2	14	2	唇形·1	19776	197;114;109;255	
1018	2	14	3	唇形·2	19777	197;114;109;255	
1019	2	14	4	唇形·3	19778	197;114;109;255	
1020	2	14	5	唇形·4	19779	197;114;109;255	
1021	2	14	6	唇形·5	19780	197;114;109;255	
1022	2	14	7	唇形·6	19781	197;114;109;255	
1023	2	14	8	唇形·7	19782	197;114;109;255	
1024	2	14	9	唇形·8	19783	197;114;109;255	
1025	2	14	10	唇形·9	19784	197;114;109;255	
1026	2	14	11	唇形·10	19785	197;114;109;255	
1027	2	14	12	唇形·11	19786	197;114;109;255	
1028	2	14	13	唇形·12	19787	197;114;109;255	
1029	2	14	14	唇形·13	19788	197;114;109;255	
1030	2	14	15	唇形·14	19789	197;114;109;255	
1031	2	15	0	眼影·底·0	19790	255;255;255;255	
1032	2	15	1	眼影·底·1			
1033	2	15	2	眼影·底·2			
1034	2	15	3	眼影·底·3			
1035	2	15	4	眼影·底·4			
1036	2	15	5	眼影·底·5			
1037	2	15	6	眼影·底·6			
1038	2	15	7	眼影·底·7			
1039	2	15	8	眼影·底·8			
1040	2	15	9	眼影·底·9			
1041	2	15	10	眼影·底·10			
1042	2	16	0	眼影·叠·0	19790	255;255;255;255	
1043	2	16	1	眼影·叠·1			
1044	2	16	2	眼影·叠·2			
1045	2	16	3	眼影·叠·3			
1046	2	16	4	眼影·叠·4			
1047	2	16	5	眼影·叠·5			
1048	2	16	6	眼影·叠·6			
1049	2	16	7	眼影·叠·7			
1050	2	16	8	眼影·叠·8			
1051	2	16	9	眼影·叠·9			
1052	2	16	10	眼影·叠·10			
1053	2	17	0	眼影·晕·0	19790	255;255;255;255	
1054	2	17	1	眼影·晕·1			
1055	2	17	2	眼影·晕·2			
1056	2	17	3	眼影·晕·3			
1057	2	17	4	眼影·晕·4			
1058	2	17	5	眼影·晕·5			
1059	2	17	6	眼影·晕·6			
1060	2	17	7	眼影·晕·7			
1061	2	17	8	眼影·晕·8			
1062	2	17	9	眼影·晕·9			
1063	2	17	10	眼影·晕·10			
1064	2	18	0	眼线·0	19790	255;255;255;255	
1065	2	18	1	眼线·1			
1066	2	18	2	眼线·2			
1067	2	18	3	眼线·3			
1068	2	18	4	眼线·4			
1069	2	18	5	眼线·5			
1070	2	18	6	眼线·6			
1071	2	18	7	眼线·7			
1072	2	18	8	眼线·8			
1073	2	18	9	眼线·9			
1074	2	18	10	眼线·10			
1075	2	19	0	闪点·底·0	19790	255;255;255;255	
1076	2	19	1	闪点·底·1	19948		
1077	2	19	2	闪点·底·2	19949		
1078	2	19	3	闪点·底·3	19950		
1079	2	19	4	闪点·底·4	19951		
1080	2	19	5	闪点·底·5	19952		
1081	2	19	6	闪点·底·6	19953		
1082	2	19	7	闪点·底·7	19954		
1083	2	20	0	闪点·叠·0	19790	255;255;255;255	
1084	2	20	1	闪点·叠·1	19948		
1085	2	20	2	闪点·叠·2	19949		
1086	2	20	3	闪点·叠·3	19950		
1087	2	20	4	闪点·叠·4	19951		
1088	2	20	5	闪点·叠·5	19952		
1089	2	20	6	闪点·叠·6	19953		
1090	2	20	7	闪点·叠·7	19954		
1091	2	21	0	闪点·晕·0	19790	255;255;255;255	
1092	2	21	1	闪点·晕·1	19948		
1093	2	21	2	闪点·晕·2	19949		
1094	2	21	3	闪点·晕·3	19950		
1095	2	21	4	闪点·晕·4	19951		
1096	2	21	5	闪点·晕·5	19952		
1097	2	21	6	闪点·晕·6	19953		
1098	2	21	7	闪点·晕·7	19954		
1099	2	22	0	闪点·眼线·0	19790	255;255;255;255	
1100	2	22	1	闪点·眼线·1	19948		
1101	2	22	2	闪点·眼线·2	19949		
1102	2	22	3	闪点·眼线·3	19950		
1103	2	22	4	闪点·眼线·4	19951		
1104	2	22	5	闪点·眼线·5	19952		
1105	2	22	6	闪点·眼线·6	19953		
1106	2	22	7	闪点·眼线·7	19954		
1107	2	23	0	眼睫毛·0	19790	255;255;255;255	
1108	2	23	1	眼睫毛·1	19792		
1109	2	23	2	眼睫毛·2	19793		
1110	2	23	3	眼睫毛·3	19794		
1111	2	23	4	眼睫毛·4	19795		
1112	2	23	5	眼睫毛·5	19796		
1113	2	23	6	眼睫毛·6	19797		
1114	2	23	7	眼睫毛·7	19798		
1115	2	23	8	眼睫毛·8	19799		
1116	2	23	9	眼睫毛·9	19800		
1117	2	23	10	眼睫毛·10	19801		
1118	2	23	11	眼睫毛·11	19802		
1119	2	23	12	眼睫毛·12	19803		
1120	2	24	0	左眼白·0	19790	255;255;255;255	
1121	2	24	1	左眼白·1	20003		
1122	2	24	2	左眼白·2	20004		
1123	2	24	3	左眼白·3	20005		
1124	2	24	4	左眼白·4	20006		
1125	2	24	5	左眼白·5	20007		
1126	2	24	6	左眼白·6	20008		
1127	2	24	7	左眼白·7	20009		
1128	2	24	8	左眼白·8	20010		
1129	2	24	9	左眼白·9	20011		
1130	2	25	0	右眼白·0	19790	255;255;255;255	
1131	2	25	1	右眼白·1	20003		
1132	2	25	2	右眼白·2	20004		
1133	2	25	3	右眼白·3	20005		
1134	2	25	4	右眼白·4	20006		
1135	2	25	5	右眼白·5	20007		
1136	2	25	6	右眼白·6	20008		
1137	2	25	7	右眼白·7	20009		
1138	2	25	8	右眼白·8	20010		
1139	2	25	9	右眼白·9	20011		
1140	2	26	0	阴影·0	19790	255;255;255;255	
1141	2	26	1	阴影·1	19992	220;181;164;255	
1142	2	26	2	阴影·2	19993	220;181;164;255	
1143	2	26	3	阴影·3	19994	220;181;164;255	
1144	2	26	4	阴影·4	19995	220;181;164;255	
1145	2	26	5	阴影·5	19996	220;181;164;255	
1146	2	26	6	阴影·6	19997	220;181;164;255	
1147	2	26	7	阴影·7	19998	220;181;164;255	
1148	2	26	8	阴影·8	19999	220;181;164;255	
1149	2	26	9	阴影·9	20000	220;181;164;255	
1150	2	26	10	阴影·10	20001	220;181;164;255	
1151	2	26	11	阴影·11	20002	220;181;164;255	
1152	2	27	0	卧蚕·0	19790	255;255;255;255	
1153	2	27	1	卧蚕·1			
1154	2	27	2	卧蚕·2			
1155	2	27	3	卧蚕·3			
1156	2	27	4	卧蚕·4			
1157	2	27	5	卧蚕·5			
1158	2	27	6	卧蚕·6			
1159	2	27	7	卧蚕·7			
1160	2	27	8	卧蚕·8			
1161	2	27	9	卧蚕·9			
1162	2	27	10	卧蚕·10			
1163	2	27	11	卧蚕·11			
1164	2	27	12	卧蚕·12			
1165	2	27	13	卧蚕·13			
1166	2	27	14	卧蚕·14			
1167	2	27	15	卧蚕·15			
1168	2	27	16	卧蚕·16			
1169	2	28	1	默认	19790	255;255;255;255	
1170	2	28	2	双眼皮·1			
1171	2	28	3	双眼皮·2			
1172	2	28	4	双眼皮·3			
1173	2	28	5	双眼皮·4			
1174	2	28	6	双眼皮·5			
1175	2	28	7	双眼皮·6			
1176	2	28	8	双眼皮·7			
1177	2	28	9	双眼皮·8			
1178	2	28	10	双眼皮·9			
1179	2	28	11	双眼皮·10			
1180	2	28	12	双眼皮·11			
1181	2	28	13	双眼皮·12			
1182	2	28	14	双眼皮·13			
1183	2	28	15	双眼皮·14			
1184	2	28	16	双眼皮·15			
1185	2	28	17	双眼皮·16			
1186	2	28	18	双眼皮·17			
1187	2	28	19	双眼皮·18			
1188	2	28	20	双眼皮·19			
1189	2	28	21	双眼皮·20			
1190	5	0	1	面部皮肤·1		216;188;179;255	
1191	5	0	2	面部皮肤·2		216;188;179;255	
1192	5	0	3	面部皮肤·3		216;188;179;255	
1193	5	0	4	面部皮肤·4		216;188;179;255	
1194	5	0	5	面部皮肤·5		216;188;179;255	
1195	5	1	1	默认	19673	134;116;109;255	
1196	5	1	2	左虹膜·1	19673	134;116;109;255	
1197	5	1	3	左虹膜·2	19674	67;43;53;255	
1198	5	1	4	左虹膜·3	19675	174;163;166;255	
1199	5	1	5	左虹膜·4	19676	178;184;178;255	
1200	5	1	6	左虹膜·5	19677	90;39;17;255	
1201	5	1	7	左虹膜·6	19678	161;162;160;255	
1202	5	1	8	左虹膜·7	19679	150;108;70;255	
1203	5	1	9	左虹膜·8	19680	161;162;160;255	
1204	5	1	10	左虹膜·9	19681	155;148;151;255	
1205	5	1	11	左虹膜·10	19682	112;110;106;255	
1206	5	1	12	左虹膜·11	19683	112;110;106;255	
1207	5	1	13	左虹膜·12	19684	112;110;106;255	
1208	5	1	14	左虹膜·13	19685	95;87;83;255	
1209	5	1	15	左虹膜·14	19686	150;108;70;255	
1210	5	1	16	左虹膜·15	19687	150;108;70;255	
1211	5	1	17	左虹膜·16	19688	23;134;159;255	
1212	5	1	18	左虹膜·17	19689	148;71;87;255	
1213	5	1	19	左虹膜·18	19690	173;116;173;255	
1214	5	1	20	左虹膜·19	19691	166;161;144;255	
1215	5	1	21	左虹膜·20	19692	46;156;156;255	
1216	5	1	22	左虹膜·21	19693	101;173;178;255	
1217	5	1	23	左虹膜·22	19694	94;115;81;255	
1218	5	1	24	左虹膜·23	19695	77;134;124;255	
1219	5	1	25	左虹膜·24	19696	67;12;41;255	
1220	5	1	26	左虹膜·25	19697	139;108;141;255	
1221	5	2	1	默认	19673	134;116;109;255	
1222	5	2	2	右虹膜·1	19673	134;116;109;255	
1223	5	2	3	右虹膜·2	19674	67;43;53;255	
1224	5	2	4	右虹膜·3	19675	174;163;166;255	
1225	5	2	5	右虹膜·4	19676	178;184;178;255	
1226	5	2	6	右虹膜·5	19677	90;39;17;255	
1227	5	2	7	右虹膜·6	19678	161;162;160;255	
1228	5	2	8	右虹膜·7	19679	150;108;70;255	
1229	5	2	9	右虹膜·8	19680	161;162;160;255	
1230	5	2	10	右虹膜·9	19681	155;148;151;255	
1231	5	2	11	右虹膜·10	19682	112;110;106;255	
1232	5	2	12	右虹膜·11	19683	112;110;106;255	
1233	5	2	13	右虹膜·12	19684	112;110;106;255	
1234	5	2	14	右虹膜·13	19685	95;87;83;255	
1235	5	2	15	右虹膜·14	19686	150;108;70;255	
1236	5	2	16	右虹膜·15	19687	150;108;70;255	
1237	5	2	17	右虹膜·16	19688	23;134;159;255	
1238	5	2	18	右虹膜·17	19689	148;71;87;255	
1239	5	2	19	右虹膜·18	19690	173;116;173;255	
1240	5	2	20	右虹膜·19	19691	166;161;144;255	
1241	5	2	21	右虹膜·20	19692	46;156;156;255	
1242	5	2	22	右虹膜·21	19693	101;173;178;255	
1243	5	2	23	右虹膜·22	19694	94;115;81;255	
1244	5	2	24	右虹膜·23	19695	77;134;124;255	
1245	5	2	25	右虹膜·24	19696	67;12;41;255	
1246	5	2	26	右虹膜·25	19697	139;108;141;255	
1247	5	3	1	默认	20012	140;100;88;255	
1248	5	3	2	眉毛·1	20012	140;100;88;255	
1249	5	3	3	眉毛·2	20013	140;100;88;255	
1250	5	3	4	眉毛·3	20014	140;100;88;255	
1251	5	3	5	眉毛·4	20015	140;100;88;255	
1252	5	3	6	眉毛·5	20016	140;100;88;255	
1253	5	3	7	眉毛·6	20017	140;100;88;255	
1254	5	3	8	眉毛·7	20018	140;100;88;255	
1255	5	3	9	眉毛·8	20019	140;100;88;255	
1256	5	3	10	眉毛·9	20020	140;100;88;255	
1257	5	3	11	眉毛·10	20021	140;100;88;255	
1258	5	3	12	眉毛·11	20022	140;100;88;255	
1259	5	3	13	眉毛·12	20023	140;100;88;255	
1260	5	3	14	眉毛·13	20024	140;100;88;255	
1261	5	3	15	眉毛·14	20025	140;100;88;255	
1262	5	3	16	眉毛·15	20026	140;100;88;255	
1263	5	3	17	眉毛·16	20027	140;100;88;255	
1264	5	3	18	眉毛·17	20028	140;100;88;255	
1265	5	3	19	眉毛·18	20029	140;100;88;255	
1266	5	3	20	眉毛·19	20030	140;100;88;255	
1267	5	3	21	眉毛·20	20031	140;100;88;255	
1268	5	3	22	眉毛·21	20032	140;100;88;255	
1269	5	3	23	眉毛·22	20033	140;100;88;255	
1270	5	3	24	眉毛·23	20034	140;100;88;255	
1271	5	3	25	眉毛·24	20035	140;100;88;255	
1272	5	3	26	眉毛·25	20036	140;100;88;255	
1273	5	3	27	眉毛·26	20037	140;100;88;255	
1274	5	3	28	眉毛·27	20038	140;100;88;255	
1275	5	3	29	眉毛·28	20039	140;100;88;255	
1276	5	3	30	眉毛·29	20040	140;100;88;255	
1277	5	3	31	眉毛·30	20041	140;100;88;255	
1278	5	3	32	眉毛·31	20042	140;100;88;255	
1279	5	3	33	眉毛·32	20043	140;100;88;255	
1280	5	3	34	眉毛·33	20044	140;100;88;255	
1281	5	3	35	眉毛·34	20045	140;100;88;255	
1282	5	3	36	眉毛·35	20046	140;100;88;255	
1283	5	3	37	眉毛·36	20047	140;100;88;255	
1284	5	3	38	眉毛·37	20048	140;100;88;255	
1285	5	3	39	眉毛·38	20049	140;100;88;255	
1286	5	3	40	眉毛·39	20050	140;100;88;255	
1287	5	4	0	腮红·0	19790	230;157;152;255	
1288	5	4	1	腮红·1	19975	230;157;152;255	
1289	5	4	2	腮红·2	19976	230;157;152;255	
1290	5	4	3	腮红·3	19977	230;157;152;255	
1291	5	4	4	腮红·4	19978	230;157;152;255	
1292	5	4	5	腮红·5	19979	230;157;152;255	
1293	5	4	6	腮红·6	19980	230;157;152;255	
1294	5	4	7	腮红·7	19981	230;157;152;255	
