RoleType	Type	ShowID	ColorID	szName	fMax	fMin	fScale	fColorR	fColorG	fColorB	fColorA
1	8	9	2	°µ	2	0	0	0.258824	0.258824	0.258824	0
1	8	9	3	ºÚ	2	0	0	0.031373	0.027451	0.027451	0
1	8	9	4	ºì	2	0	1	0.803922	0.458824	0.458824	0.2
1	8	9	5	³È	2	0	1	0.666667	0.462745	0.278431	0.2
1	8	9	6	»Æ	2	0	1	0.823529	0.678431	0.286275	0.4
1	8	9	7	ÂÌ	2	0	1	0.6	0.631373	0.396078	0.2
1	8	9	8	Çà	2	0	1	0.396078	0.627451	0.588235	0.2
1	8	9	9	À¶	2	0	1	0.396078	0.470588	0.627451	0.2
1	8	9	10	×Ï	2	0	1	0.596078	0.447059	0.74902	0.2
1	8	9	11	×Ïºì	2	0	1	0.792157	0.486275	0.803922	0.2
1	8	9	12		0	0	0	1	1	1	1
1	8	10	1	»Ò	2	0	1	0.619608	0.619608	0.619608	0
1	8	10	2	°µ	2	0	0	0.258824	0.258824	0.258824	0
1	8	10	3	ºÚ	2	0	0	0.031373	0.027451	0.027451	0
1	8	10	4	ºì	2	0	1	0.803922	0.458824	0.458824	0.2
1	8	10	5	³È	2	0	1	0.666667	0.462745	0.278431	0.2
1	8	10	6	»Æ	2	0	1	0.823529	0.678431	0.286275	0.4
1	8	10	7	ÂÌ	2	0	1	0.6	0.631373	0.396078	0.2
1	8	10	8	Çà	2	0	1	0.392157	0.627451	0.584314	0.2
1	8	10	9	À¶	2	0	1	0.392157	0.466667	0.627451	0.2
1	8	10	10	×Ï	2	0	1	0.592157	0.447059	0.74902	0.2
1	8	10	11	×Ïºì	2	0	1	0.792157	0.486275	0.803922	0.2
1	8	10	12		0	0	0	1	1	1	1
1	8	11	1	»Ò	2	0	1	0.619608	0.619608	0.619608	0
1	8	11	2	°µ	2	0	0	0.258824	0.258824	0.258824	0
1	8	11	3	ºÚ	2	0	0	0.031373	0.027451	0.027451	0
1	8	11	4	ºì	2	0	1	0.803922	0.458824	0.458824	0.2
1	8	11	5	³È	2	0	1	0.666667	0.462745	0.278431	0.2
1	8	11	6	»Æ	2	0	1	0.823529	0.678431	0.286275	0.4
1	8	11	7	ÂÌ	2	0	1	0.6	0.631373	0.396078	0.2
1	8	11	8	Çà	2	0	1	0.392157	0.627451	0.584314	0.2
1	8	11	9	À¶	2	0	1	0.392157	0.466667	0.627451	0.2
1	8	11	10	×Ï	2	0	1	0.592157	0.447059	0.74902	0.2
1	8	11	11	×Ïºì	2	0	1	0.792157	0.486275	0.803922	0.2
1	8	11	12		0	0	0	1	1	1	1
1	8	12	1	»Ò	2	0	1	0.619608	0.619608	0.619608	0
1	8	12	2	°µ	2	0	0	0.258824	0.258824	0.258824	0
1	8	12	3	ºÚ	2	0	0	0.031373	0.027451	0.027451	0
1	8	12	4	ºì	2	0	1	0.803922	0.458824	0.458824	0.2
1	8	12	5	³È	2	0	1	0.666667	0.462745	0.278431	0.2
1	8	12	6	»Æ	2	0	1	0.823529	0.678431	0.286275	0.4
1	8	12	7	ÂÌ	2	0	1	0.6	0.631373	0.396078	0.2
1	8	12	8	Çà	2	0	1	0.392157	0.627451	0.584314	0.2
1	8	12	9	À¶	2	0	1	0.392157	0.466667	0.627451	0.2
1	8	12	10	×Ï	2	0	1	0.592157	0.447059	0.74902	0.2
1	8	12	11	×Ïºì	2	0	1	0.792157	0.486275	0.803922	0.2
1	8	12	12		0	0	0	1	1	1	1
1	8	13	1	»Ò	2	0	1	0.619608	0.619608	0.619608	0
1	8	13	2	°µ	2	0	0	0.258824	0.258824	0.258824	0
1	8	13	3	ºÚ	2	0	0	0.031373	0.027451	0.027451	0
1	8	13	4	ºì	2	0	1	0.803922	0.458824	0.458824	0.2
1	8	13	5	³È	2	0	1	0.666667	0.462745	0.278431	0.2
1	8	13	6	»Æ	2	0	1	0.823529	0.678431	0.286275	0.4
1	8	13	7	ÂÌ	2	0	1	0.6	0.631373	0.396078	0.2
1	8	13	8	Çà	2	0	1	0.392157	0.627451	0.584314	0.2
1	8	13	9	À¶	2	0	1	0.392157	0.466667	0.627451	0.2
1	8	13	10	×Ï	2	0	1	0.592157	0.447059	0.74902	0.2
1	8	13	11	×Ïºì	2	0	1	0.792157	0.486275	0.803922	0.2
1	8	13	12		0	0	0	1	1	1	1
1	8	14	1	»Ò	2	0	1	0.619608	0.619608	0.619608	0
1	8	14	2	°µ	2	0	0	0.258824	0.258824	0.258824	0
1	8	14	3	ºÚ	2	0	0	0.031373	0.027451	0.027451	0
1	8	14	4	ºì	2	0	1	0.803922	0.458824	0.458824	0.2
1	8	14	5	³È	2	0	1	0.666667	0.462745	0.278431	0.2
1	8	14	6	»Æ	2	0	1	0.823529	0.678431	0.286275	0.4
1	8	14	7	ÂÌ	2	0	1	0.6	0.631373	0.396078	0.2
1	8	14	8	Çà	2	0	1	0.392157	0.627451	0.584314	0.2
1	8	14	9	À¶	2	0	1	0.392157	0.466667	0.627451	0.2
1	8	14	10	×Ï	2	0	1	0.592157	0.447059	0.74902	0.2
1	8	14	11	×Ïºì	2	0	1	0.792157	0.486275	0.803922	0.2
1	8	14	12		0	0	0	1	1	1	1
1	9	1	1	ºì	2	0	1	0.921569	0.305882	0.305882	0.4
1	9	1	2	³È	2	0.67	0.67	0.976471	0.654902	0.482353	0.2
1	9	1	3	»Æ	2	0.28	1.25	0.976471	0.823529	0.52549	1
1	9	1	4	ÂÌ	2	0.28	1.25	0.556863	0.690196	0.54902	1
1	9	1	5	Çà	2	0.11	1.25	0.572549	0.768627	0.760784	1
1	9	1	6	À¶	2	0.28	1.25	0.341176	0.403922	0.615686	1
1	9	1	7	×Ï	2	0.28	1.25	0.615686	0.494118	0.768627	1
1	9	1	8	Ñóºì	2	0.11	1.25	0.909804	0.572549	0.839216	1
1	9	1	9	ºÚ	2	0.28	1.25	0.364706	0.337255	0.356863	1
1	9	1	10	°×	2	0.28	1.25	0.92549	0.878431	0.909804	1
1	9	1	11		0	0	0	0.776471	0.34902	0.313726	1
1	9	2	1	ºì	2	0	1	0.921569	0.305882	0.305882	0.4
1	9	2	2	³È	2	0.28	1.22	0.952941	0.560784	0.34902	0.4
1	9	2	3	»Æ	0.92	0.44	1.25	0.976471	0.823529	0.52549	1
1	9	2	4	ÂÌ	2	0.28	1.25	0.333333	0.67451	0.313726	1
1	9	2	5	Çà	2	0	1.25	0.490196	0.847059	0.831373	1
1	9	2	6	À¶	2	0.28	1.25	0.341176	0.403922	0.615686	1
1	9	2	7	×Ï	2	0.06	1.25	0.615686	0.494118	0.768627	1
1	9	2	8	Ñóºì	1.09	0	1.34	0.909804	0.572549	0.839216	1
1	9	2	9	ºÚ	2	0.28	1.25	0.364706	0.337255	0.356863	1
1	9	2	10	°×	2	0.28	1.25	0.92549	0.878431	0.909804	1
1	9	2	11		0	0	0	0.768627	0.219608	0.380392	1
1	9	3	1	ºì	2	0	1	0.921569	0.305882	0.305882	0.4
1	9	3	2	³È	2	0.67	1.22	0.976471	0.654902	0.482353	0.2
1	9	3	3	»Æ	2	0.28	1.25	0.976471	0.823529	0.52549	1
1	9	3	4	ÂÌ	2	0.28	1.25	0.556863	0.690196	0.54902	1
1	9	3	5	Çà	2	0.11	1.25	0.572549	0.768627	0.760784	1
1	9	3	6	À¶	2	0.28	1.25	0.341176	0.403922	0.615686	1
1	9	3	7	×Ï	2	0.28	1.25	0.615686	0.494118	0.768627	1
1	9	3	8	Ñóºì	0.97	0.11	1.17	0.909804	0.572549	0.839216	1
1	9	3	9	ºÚ	2	0.28	1.25	0.364706	0.337255	0.356863	1
1	9	3	10	°×	2	0.28	1.25	0.92549	0.878431	0.909804	1
1	9	3	11		0	0	0	0.694118	0.305882	0.243137	1
1	9	4	1	ºì	2	0	1	0.921569	0.305882	0.305882	0.4
1	9	4	2	³È	2	-0.06	1.22	0.976471	0.654902	0.482353	0.2
1	9	4	3	»Æ	2	0.39	0.97	0.976471	0.823529	0.52549	1
1	9	4	4	ÂÌ	2	-0.11	1.34	0.556863	0.690196	0.54902	1
1	9	4	5	Çà	2	-0.06	1.25	0.572549	0.768627	0.760784	1
1	9	4	6	À¶	2	0.28	1.25	0.341176	0.403922	0.615686	1
1	9	4	7	×Ï	2	0.11	1.25	0.615686	0.494118	0.768627	1
1	9	4	8	Ñóºì	2	0	1.25	0.839216	0.427451	0.74902	1
1	9	4	9	ºÚ	2	0.28	1.25	0.364706	0.337255	0.356863	1
1	9	4	10	°×	2	0.28	1.25	0.92549	0.878431	0.909804	1
1	9	4	11		0	0	0	0.764706	0.301961	0.419608	1
1	9	5	1	ºì	1.42	-0.5	1	0.921569	0.345098	0.345098	0.4
1	9	5	2	³È	1	-0.83	1	0.960784	0.517647	0.282353	0.2
1	9	5	3	»Æ	1	0.06	0.28	1	0.709804	0.380392	0.4
1	9	5	4	ÂÌ	0.72	0	1	0.498039	0.647059	0.490196	1
1	9	5	5	Çà	0.83	-0.22	1	0.356863	0.780392	0.764706	1
1	9	5	6	À¶	1.05	0	1.28	0.341176	0.403922	0.615686	1
1	9	5	7	×Ï	1.09	0	1.25	0.47451	0.34902	0.631373	1
1	9	5	8	Ñóºì	1.09	-0.11	0.81	0.996078	0.486275	0.882353	1
1	9	5	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	5	10	°×	0.97	0.61	1.05	0.92549	0.878431	0.909804	1
1	9	5	11		0	0	0	1	1	1	1
1	9	6	1	ºì	1.05	-0.5	1	0.921569	0.345098	0.345098	0.4
1	9	6	2	³È	1	-0.94	1	0.960784	0.517647	0.282353	0.2
1	9	6	3	»Æ	1	-0.44	0.94	1	0.709804	0.380392	0.4
1	9	6	4	ÂÌ	0.69	0	1	0.498039	0.647059	0.490196	1
1	9	6	5	Çà	0.83	-0.44	1	0.356863	0.780392	0.764706	1
1	9	6	6	À¶	1.05	0	1.28	0.341176	0.403922	0.615686	1
1	9	6	7	×Ï	1.03	0	1.25	0.47451	0.34902	0.631373	1
1	9	6	8	Ñóºì	0.61	0	0.81	0.996078	0.486275	0.882353	1
1	9	6	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	6	10	°×	0.97	0.61	1.05	0.92549	0.878431	0.909804	1
1	9	6	11		0	0	0	1	1	1	1
1	9	7	1	ºì	1.42	1	1	0.921569	0.345098	0.345098	0.4
1	9	7	2	³È	1.22	1	1.7	0.909804	0.32549	0.098039	0.6
1	9	7	3	»Æ	1.72	0.39	1.95	0.752941	0.494118	0.203922	1
1	9	7	4	ÂÌ	0.67	0.61	1.86	0.568627	0.827451	0.556863	1
1	9	7	5	Çà	1.72	0.44	0.53	0.529412	0.956863	0.941176	1
1	9	7	6	À¶	1.05	1	1.28	0.341176	0.403922	0.615686	1
1	9	7	7	×Ï	1.03	1	1.25	0.47451	0.34902	0.631373	1
1	9	7	8	Ñóºì	1	0.44	0.81	0.996078	0.486275	0.882353	1
1	9	7	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	7	10	°×	0.97	1.17	1.05	0.92549	0.878431	0.909804	1
1	9	7	11		0	0	0	0.419608	0.360784	0.294118	1
1	9	8	1	ºì	1.42	1	1	0.921569	0.345098	0.345098	0.4
1	9	8	2	³È	1.22	1	1.7	0.909804	0.32549	0.098039	0.6
1	9	8	3	»Æ	0.86	0.56	1.66	0.921569	0.627451	0.290196	1
1	9	8	4	ÂÌ	1.47	0.28	1.86	0.568627	0.827451	0.556863	1
1	9	8	5	Çà	1.72	0.44	0.53	0.529412	0.956863	0.941176	1
1	9	8	6	À¶	1.05	1	1.28	0.341176	0.403922	0.615686	1
1	9	8	7	×Ï	1.03	1	1.25	0.47451	0.34902	0.631373	1
1	9	8	8	Ñóºì	1	0.44	0.81	0.996078	0.486275	0.882353	1
1	9	8	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	8	10	°×	0.97	1.17	1.05	0.92549	0.878431	0.909804	1
1	9	8	11		0	0	0	0.419608	0.360784	0.294118	1
1	9	9	1	ºì	1.42	0.5	1	0.921569	0.345098	0.345098	0.4
1	9	9	2	³È	1.22	0.5	1.7	0.909804	0.32549	0.098039	0.6
1	9	9	3	»Æ	0.86	0.56	1.66	0.921569	0.627451	0.290196	1
1	9	9	4	ÂÌ	1.47	0	1.86	0.568627	0.827451	0.556863	1
1	9	9	5	Çà	1.72	0.44	0.53	0.529412	0.956863	0.941176	1
1	9	9	6	À¶	1.05	1	1.28	0.341176	0.403922	0.615686	1
1	9	9	7	×Ï	1.03	1	1.25	0.47451	0.34902	0.631373	1
1	9	9	8	Ñóºì	1	0.44	0.81	0.996078	0.486275	0.882353	1
1	9	9	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	9	10	°×	0.97	1.17	1.05	0.92549	0.878431	0.909804	1
1	9	9	11		0	0	0	0.54902	0.388235	0.352941	1
1	9	10	1	ºì	1.42	0.5	1	0.921569	0.345098	0.345098	0.4
1	9	10	2	³È	1.22	0.5	1.7	0.909804	0.32549	0.098039	0.6
1	9	10	3	»Æ	0.86	0.56	1.66	0.921569	0.627451	0.290196	1
1	9	10	4	ÂÌ	1.47	0	1.86	0.568627	0.827451	0.556863	1
1	9	10	5	Çà	1.72	0.44	0.53	0.529412	0.956863	0.941176	1
1	9	10	6	À¶	1.05	1	1.28	0.341176	0.403922	0.615686	1
1	9	10	7	×Ï	1.03	1	1.25	0.47451	0.34902	0.631373	1
1	9	10	8	Ñóºì	1	0.44	0.81	0.996078	0.486275	0.882353	1
1	9	10	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	10	10	°×	0.97	1.17	1.05	0.92549	0.878431	0.909804	1
1	9	10	11		0	0	0	0.54902	0.388235	0.352941	1
1	9	11	1	ºì	1.42	0.5	1	0.921569	0.345098	0.345098	0.4
1	9	11	2	³È	1.22	0.5	1.7	0.909804	0.32549	0.098039	0.6
1	9	11	3	»Æ	0.86	0.56	1.66	0.921569	0.627451	0.290196	1
1	9	11	4	ÂÌ	1.47	0.28	1.86	0.568627	0.827451	0.556863	1
1	9	11	5	Çà	1.72	0.22	0.25	0.529412	0.956863	0.941176	1
1	9	11	6	À¶	1.05	1	1.28	0.341176	0.403922	0.615686	1
1	9	11	7	×Ï	1.03	1	1.25	0.47451	0.34902	0.631373	1
1	9	11	8	Ñóºì	1	0.44	0.81	0.996078	0.486275	0.882353	1
1	9	11	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	11	10	°×	0.97	1.17	1.05	0.92549	0.878431	0.909804	1
1	9	11	11		0	0	0	0.54902	0.388235	0.352941	1
1	9	12	1	ºì	1.42	0.5	1	0.921569	0.345098	0.345098	0.4
1	9	12	2	³È	1.22	0.5	1.7	0.909804	0.32549	0.098039	0.6
1	9	12	3	»Æ	0.86	0.56	1.66	0.921569	0.627451	0.290196	1
1	9	12	4	ÂÌ	1.47	0.28	1.86	0.568627	0.827451	0.556863	1
1	9	12	5	Çà	1.72	0.17	0.53	0.529412	0.956863	0.941176	1
1	9	12	6	À¶	1.05	1	1.28	0.341176	0.403922	0.615686	1
1	9	12	7	×Ï	1.03	1	1.25	0.47451	0.34902	0.631373	1
1	9	12	8	Ñóºì	1	0.44	0.81	0.996078	0.486275	0.882353	1
1	9	12	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	12	10	°×	0.97	1.17	1.05	0.92549	0.878431	0.909804	1
1	9	12	11		0	0	0	0.54902	0.388235	0.352941	1
1	9	13	1	ºì	1.42	0.5	1	0.921569	0.345098	0.345098	0.4
1	9	13	2	³È	1.22	0.33	1.7	0.909804	0.32549	0.098039	0.6
1	9	13	3	»Æ	0.86	0.33	1.66	0.921569	0.627451	0.290196	1
1	9	13	4	ÂÌ	1.47	0.28	1.86	0.439216	0.592157	0.431373	1
1	9	13	5	Çà	1.72	0.06	1.5	0.529412	0.956863	0.941176	1
1	9	13	6	À¶	1.05	0.22	1.72	0.341176	0.403922	0.615686	1
1	9	13	7	×Ï	1.03	0.39	1.47	0.47451	0.34902	0.631373	1
1	9	13	8	Ñóºì	1	0.39	0.81	0.996078	0.486275	0.882353	1
1	9	13	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	13	10	°×	0.97	0.5	1.05	0.92549	0.878431	0.909804	1
1	9	13	11		0	0	0	0.54902	0.388235	0.352941	1
1	9	14	1	ºì	1.42	0.5	1	0.921569	0.345098	0.345098	0.4
1	9	14	2	³È	1.22	0.5	1.7	0.909804	0.32549	0.098039	0.6
1	9	14	3	»Æ	0.86	0.56	1.66	0.921569	0.627451	0.290196	1
1	9	14	4	ÂÌ	1.47	0.28	1.86	0.439216	0.592157	0.431373	1
1	9	14	5	Çà	1.72	0.44	0.53	0.529412	0.956863	0.941176	1
1	9	14	6	À¶	1.05	1	1.28	0.341176	0.403922	0.615686	1
1	9	14	7	×Ï	1.03	1	1.25	0.47451	0.34902	0.631373	1
1	9	14	8	Ñóºì	1	0.44	0.81	0.996078	0.486275	0.882353	1
1	9	14	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	14	10	°×	0.97	1.17	1.05	0.92549	0.878431	0.909804	1
1	9	14	11		0	0	0	0.54902	0.388235	0.352941	1
1	9	15	1	ºì	1.42	0.5	1	0.921569	0.345098	0.345098	0.4
1	9	15	2	³È	1.22	0.5	1.7	0.909804	0.32549	0.098039	0.6
1	9	15	3	»Æ	0.86	0.56	1.66	0.921569	0.627451	0.290196	1
1	9	15	4	ÂÌ	1.47	0.28	1.86	0.439216	0.592157	0.431373	1
1	9	15	5	Çà	1.72	0.44	0.53	0.529412	0.956863	0.941176	1
1	9	15	6	À¶	1.05	1	1.28	0.341176	0.403922	0.615686	1
1	9	15	7	×Ï	1.03	1	1.25	0.47451	0.34902	0.631373	1
1	9	15	8	Ñóºì	1	0.44	0.81	0.996078	0.486275	0.882353	1
1	9	15	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	15	10	°×	0.97	1.17	1.05	0.92549	0.878431	0.909804	1
1	9	15	11		0	0	0	0.54902	0.388235	0.352941	1
1	9	16	1	ºì	1.42	0	1	0.921569	0.345098	0.345098	0.4
1	9	16	2	³È	0.72	1	1	1	0.639216	0.85098	0.6
1	9	16	3	»Æ	1	0.06	1.36	1	0.709804	0.380392	0.8
1	9	16	4	ÂÌ	1.5	0	1.95	0.498039	0.647059	0.490196	1
1	9	16	5	Çà	0.83	0	1.86	0.356863	0.780392	0.764706	1
1	9	16	6	À¶	1.05	0	1.89	0.341176	0.403922	0.615686	1
1	9	16	7	×Ï	1.34	0	2.92	0.431373	0.337255	0.545098	1
1	9	16	8	Ñóºì	1	0	2.36	0.670588	0.360784	0.603922	1
1	9	16	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	16	10	°×	0.97	0.61	1.05	0.92549	0.878431	0.909804	1
1	9	16	11		0	0	0	0.843137	0.388235	0.282353	1
1	9	17	1	ºì	1.42	0	1	0.921569	0.345098	0.345098	0.4
1	9	17	2	³È	0.72	1	1	1	0.639216	0.85098	0.6
1	9	17	3	»Æ	1	0.06	1.36	1	0.709804	0.380392	0.8
1	9	17	4	ÂÌ	1.5	0	1.95	0.498039	0.647059	0.490196	1
1	9	17	5	Çà	0.83	0	1.86	0.356863	0.780392	0.764706	1
1	9	17	6	À¶	1.05	0	1.89	0.341176	0.403922	0.615686	1
1	9	17	7	×Ï	1.34	0	2.92	0.431373	0.337255	0.545098	1
1	9	17	8	Ñóºì	1	0	2.36	0.670588	0.360784	0.603922	1
1	9	17	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	17	10	°×	0.97	0.61	1.05	0.92549	0.878431	0.909804	1
1	9	17	11		0	0	0	0.843137	0.388235	0.282353	1
1	9	18	1	ºì	0.89	0	0.83	0.956863	0.290196	0.290196	0.4
1	9	18	2	³È	1	-0.39	2.47	0.960784	0.517647	0.282353	0.2
1	9	18	3	»Æ	1	-0.67	1.95	0.905882	0.501961	0.039216	0.8
1	9	18	4	ÂÌ	1.39	0	1.95	0.498039	0.647059	0.490196	1
1	9	18	5	Çà	2.66	-0.83	1.41	0.356863	0.780392	0.764706	1
1	9	18	6	À¶	1.05	0	1.89	0.341176	0.403922	0.615686	1
1	9	18	7	×Ï	1.34	0	2.92	0.431373	0.337255	0.545098	1
1	9	18	8	Ñóºì	1	0	2.36	0.670588	0.360784	0.603922	1
1	9	18	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	18	10	°×	0.97	0.61	1.05	0.92549	0.878431	0.909804	1
1	9	18	11		0	0	0	0.964706	0.831373	0.843137	1
1	9	19	1	ºì	0.89	0	0.83	0.956863	0.290196	0.290196	0.4
1	9	19	2	³È	1	-0.39	2.47	0.960784	0.517647	0.282353	0.2
1	9	19	3	»Æ	1	-0.67	1.95	0.905882	0.501961	0.039216	0.8
1	9	19	4	ÂÌ	1.39	0	1.95	0.498039	0.647059	0.490196	1
1	9	19	5	Çà	2.14	-1.06	1.8	0.356863	0.780392	0.764706	1
1	9	19	6	À¶	1.05	0	1.89	0.341176	0.403922	0.615686	1
1	9	19	7	×Ï	1.34	0	2.92	0.431373	0.337255	0.545098	1
1	9	19	8	Ñóºì	1	0	2.36	0.670588	0.360784	0.603922	1
1	9	19	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	19	10	°×	0.97	0.61	1.05	0.92549	0.878431	0.909804	1
1	9	19	11		0	0	0	0.964706	0.831373	0.843137	1
1	9	20	1	ºì	0.89	0	0.83	0.956863	0.290196	0.290196	0.4
1	9	20	2	³È	1	-0.39	2.47	0.960784	0.517647	0.282353	0.2
1	9	20	3	»Æ	0.94	-1.28	1.95	0.909804	0.713726	0.035294	0.8
1	9	20	4	ÂÌ	1.39	0	1.95	0.498039	0.647059	0.490196	1
1	9	20	5	Çà	2.14	-1.11	1.8	0.356863	0.780392	0.764706	1
1	9	20	6	À¶	1.05	0	1.89	0.341176	0.403922	0.615686	1
1	9	20	7	×Ï	1.34	0	1.09	0.431373	0.337255	0.545098	1
1	9	20	8	Ñóºì	1	0	2.36	0.670588	0.360784	0.603922	1
1	9	20	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	20	10	°×	0.97	0.61	1.05	0.92549	0.878431	0.909804	1
1	9	20	11		0	0	0	0.964706	0.831373	0.843137	1
1	9	21	1	ºì	0.89	0	0.83	0.956863	0.290196	0.290196	0.4
1	9	21	2	³È	1	-0.39	2.47	0.960784	0.517647	0.282353	0.2
1	9	21	3	»Æ	0.94	-1.28	1.95	0.909804	0.713726	0.035294	0.8
1	9	21	4	ÂÌ	1.39	0	1.95	0.498039	0.647059	0.490196	1
1	9	21	5	Çà	2.14	-1.11	1.8	0.356863	0.780392	0.764706	1
1	9	21	6	À¶	1.05	0	1.89	0.341176	0.403922	0.615686	1
1	9	21	7	×Ï	1.34	0	0.94	0.431373	0.337255	0.545098	1
1	9	21	8	Ñóºì	1	0	2.36	0.670588	0.360784	0.603922	1
1	9	21	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	21	10	°×	0.97	0.61	1.05	0.92549	0.878431	0.909804	1
1	9	21	11		0	0	0	0.964706	0.831373	0.843137	1
1	9	22	1	ºì	2	0	1	0.964706	0.556863	0.556863	0.4
1	9	22	2	³È	0.89	0.67	1.22	0.976471	0.654902	0.482353	0.2
1	9	22	3	»Æ	0.92	0.61	2.06	0.964706	0.670588	0.32549	0.6
1	9	22	4	ÂÌ	2	0.28	1.03	0.498039	0.647059	0.490196	1
1	9	22	5	Çà	0.78	0.28	0.86	0.356863	0.780392	0.764706	1
1	9	22	6	À¶	2	0.28	1.25	0.341176	0.403922	0.615686	1
1	9	22	7	×Ï	2	0.28	1.25	0.47451	0.34902	0.631373	1
1	9	22	8	Ñóºì	0.81	0.06	1.61	0.996078	0.486275	0.882353	1
1	9	22	9	ºÚ	2	0.28	1.25	0.364706	0.337255	0.356863	1
1	9	22	10	°×	0.97	0.61	1.05	0.92549	0.878431	0.909804	1
1	9	22	11		0	0	0	0.815686	0.564706	0.545098	1
1	9	23	1	ºì	2	0	1	0.964706	0.556863	0.556863	0.4
1	9	23	2	³È	0.89	0.67	1.22	0.976471	0.654902	0.482353	0.2
1	9	23	3	»Æ	0.92	0.61	2.06	0.964706	0.670588	0.32549	0.6
1	9	23	4	ÂÌ	2	0.28	1.03	0.498039	0.647059	0.490196	1
1	9	23	5	Çà	0.78	0.28	1.25	0.356863	0.780392	0.764706	1
1	9	23	6	À¶	2	0.28	1.25	0.341176	0.403922	0.615686	1
1	9	23	7	×Ï	2	0.28	1.25	0.47451	0.34902	0.631373	1
1	9	23	8	Ñóºì	0.81	0.06	1.61	0.996078	0.486275	0.882353	1
1	9	23	9	ºÚ	2	0.28	1.25	0.364706	0.337255	0.356863	1
1	9	23	10	°×	0.97	0.61	1.05	0.92549	0.878431	0.909804	1
1	9	23	11		0	0	0	0.815686	0.564706	0.545098	1
1	9	24	1	ºì	1.42	1	1	0.921569	0.345098	0.345098	0.4
1	9	24	2	³È	2.06	1.28	1.09	0.909804	0.32549	0.098039	0.6
1	9	24	3	»Æ	0.86	0.56	1.66	0.921569	0.627451	0.290196	1
1	9	24	4	ÂÌ	1.47	0.28	1.86	0.568627	0.827451	0.556863	1
1	9	24	5	Çà	1.72	0.39	0.89	0.529412	0.956863	0.941176	1
1	9	24	6	À¶	1.05	1	0.44	0.341176	0.403922	0.615686	1
1	9	24	7	×Ï	1.03	1	1.25	0.47451	0.34902	0.631373	1
1	9	24	8	Ñóºì	1	0.44	0.81	0.996078	0.486275	0.882353	1
1	9	24	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	24	10	°×	0.97	1.17	1.05	0.92549	0.878431	0.909804	1
1	9	24	11		0	0	0	0	0	0	1
1	9	25	1	ºì	1.42	1	1	0.921569	0.345098	0.345098	0.4
1	9	25	2	³È	1.22	1	1.7	0.909804	0.32549	0.098039	0.6
1	9	25	3	»Æ	0.86	0.56	1.66	0.921569	0.627451	0.290196	1
1	9	25	4	ÂÌ	1.47	0.28	1.86	0.568627	0.827451	0.556863	1
1	9	25	5	Çà	1.72	0.44	0.53	0.529412	0.956863	0.941176	1
1	9	25	6	À¶	1.05	1	1.28	0.341176	0.403922	0.615686	1
1	9	25	7	×Ï	0.94	1	1.25	0.47451	0.34902	0.631373	1
1	9	25	8	Ñóºì	1	0.44	0.81	0.996078	0.486275	0.882353	1
1	9	25	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	25	10	°×	0.97	1.17	1.05	0.92549	0.878431	0.909804	1
1	9	25	11		0	0	0	0	0	0	1
1	9	26	1	ºì	1.42	1	1	0.921569	0.345098	0.345098	0.4
1	9	26	2	³È	1.22	1	1.7	0.909804	0.32549	0.098039	0.6
1	9	26	3	»Æ	0.86	0.56	1.66	0.921569	0.627451	0.290196	1
1	9	26	4	ÂÌ	1.47	0.28	1.86	0.568627	0.827451	0.556863	1
1	9	26	5	Çà	1.72	0.44	0.53	0.529412	0.956863	0.941176	1
1	9	26	6	À¶	1.05	1	1.28	0.341176	0.403922	0.615686	1
1	9	26	7	×Ï	0.94	1	1.25	0.47451	0.34902	0.631373	1
1	9	26	8	Ñóºì	1	0.44	0.81	0.996078	0.486275	0.882353	1
1	9	26	9	ºÚ	2	0.28	1.25	0.219608	0.196078	0.211765	1
1	9	26	10	°×	0.97	1.17	1.05	0.92549	0.878431	0.909804	1
1	9	26	11		0	0	0	0	0	0	1
1	9	27	1	ºì	1.42	1	1	0.921569	0.345098	0.345098	0.4
