RoleType	Type	ShowID	FileName	Annotate	PosX	PosY	Width	Height	NeedMirror	MirrorAxis	MirrorValue	PasteMethod	NeedShadow	NeedFlip	SecondaryTexture
1	16	1	data/material/texture/facetexture/eyeshadowmask04.tga	测试眼影4	0	192	512	512	0	0	256	1	0	0	
1	17	1	data/material/texture/facetexture/glitter_normal_rgba_001.tga	眼影闪点1	0	192	512	512	0	0	256	1	0	0	
1	17	2	data\material\Texture\FaceTexture\glitter_normal_RGBA_002.tga	眼影闪点2	0	192	512	512	0	0	256	1	0	0	
1	17	3	data\material\Texture\FaceTexture\glitter_normal_RGBA_003.tga	眼影闪点3	0	192	512	512	0	0	256	1	0	0	
1	17	4	data\material\Texture\FaceTexture\glitter_normal_RGBA_004.tga	眼影闪点4	0	192	512	512	0	0	256	1	0	0	
1	17	5	data\material\Texture\FaceTexture\glitter_normal_RGBA_005.tga	眼影闪点5	0	192	512	512	0	0	256	1	0	0	
1	17	6	data\material\Texture\FaceTexture\glitter_normal_RGBA_006.tga	眼影闪点6	0	192	512	512	0	0	256	1	0	0	
1	17	7	data\material\Texture\FaceTexture\glitter_normal_RGBA_007.tga	眼影闪点7	0	192	512	512	0	0	256	1	0	0	
1	18	1	data/material/texture/facetexture/glitter_normal_rgba_001.tga	眼影闪点1	0	192	512	512	0	0	256	1	0	0	
1	18	2	data\material\Texture\FaceTexture\glitter_normal_RGBA_002.tga	眼影闪点2	0	192	512	512	0	0	256	1	0	0	
1	18	3	data\material\Texture\FaceTexture\glitter_normal_RGBA_003.tga	眼影闪点3	0	192	512	512	0	0	256	1	0	0	
1	18	4	data\material\Texture\FaceTexture\glitter_normal_RGBA_004.tga	眼影闪点4	0	192	512	512	0	0	256	1	0	0	
1	18	5	data\material\Texture\FaceTexture\glitter_normal_RGBA_005.tga	眼影闪点5	0	192	512	512	0	0	256	1	0	0	
1	18	6	data\material\Texture\FaceTexture\glitter_normal_RGBA_006.tga	眼影闪点6	0	192	512	512	0	0	256	1	0	0	
1	18	7	data\material\Texture\FaceTexture\glitter_normal_RGBA_007.tga	眼影闪点7	0	192	512	512	0	0	256	1	0	0	
1	19	1	data/material/texture/facetexture/glitter_normal_rgba_001.tga	眼影闪点1	0	192	512	512	0	0	256	1	0	0	
1	19	2	data\material\Texture\FaceTexture\glitter_normal_RGBA_002.tga	眼影闪点2	0	192	512	512	0	0	256	1	0	0	
1	19	3	data\material\Texture\FaceTexture\glitter_normal_RGBA_003.tga	眼影闪点3	0	192	512	512	0	0	256	1	0	0	
1	19	4	data\material\Texture\FaceTexture\glitter_normal_RGBA_004.tga	眼影闪点4	0	192	512	512	0	0	256	1	0	0	
1	19	5	data\material\Texture\FaceTexture\glitter_normal_RGBA_005.tga	眼影闪点5	0	192	512	512	0	0	256	1	0	0	
1	19	6	data\material\Texture\FaceTexture\glitter_normal_RGBA_006.tga	眼影闪点6	0	192	512	512	0	0	256	1	0	0	
1	19	7	data\material\Texture\FaceTexture\glitter_normal_RGBA_007.tga	眼影闪点7	0	192	512	512	0	0	256	1	0	0	
1	20	1	data/material/texture/facetexture/glitter_normal_rgba_001.tga	测试眼影闪点4	0	192	512	512	0	0	256	1	0	0	
2	0	1	data\source\Player\F2\部件\Texture\face\F2_捏脸基本贴图_001.tga	F2捏脸基本贴图1	0	0	0	0	0	0	256	0	0	0	
2	0	2	data\source\Player\F2\部件\Texture\face\F2_捏脸基本贴图_002.tga	F2捏脸基本贴图2	0	0	0	0	0	0	256	0	0	0	
2	0	3	data\source\Player\F2\部件\Texture\face\F2_捏脸基本贴图_003.tga	F2捏脸基本贴图3	0	0	0	0	0	0	256	0	0	0	
2	0	4	data\source\Player\F2\部件\Texture\face\F2_捏脸基本贴图_004.tga	F2捏脸基本贴图4	0	0	0	0	0	0	256	0	0	0	
2	0	5	data\source\Player\F2\部件\Texture\face\F2_捏脸基本贴图_005.tga	F2捏脸基本贴图5	0	0	0	0	0	0	256	0	0	0	
2	0	6	data\source\player\f2\部件\texture\face\f2_捏脸基本贴图_006.tga	F2捏脸基本贴图6	0	0	512	512	0	0	256	0	0	0	
2	0	7	data\source\player\F2\部件\Texture\face\F2_捏脸基本贴图_007.tga	F2捏脸基本贴图7	0	0	512	512	0	0	256	0	0	0	
2	0	8	data\source\player\F2\部件\Texture\face\F2_捏脸基本贴图_008.tga	F2捏脸基本贴图8	0	0	512	512	0	0	256	0	0	0	
2	0	9	data\source\player\F2\部件\Texture\face\F2_捏脸基本贴图_009.tga	F2捏脸基本贴图8	0	0	512	512	0	0	256	0	0	0	
2	1	1	data\source\player\f2\部件\texture\face\f2_瞳孔001.tga	[默认]F2左瞳孔虹膜1	0	192	96	96	0	0	256	1	0	0	
2	1	2	data\source\player\f2\部件\texture\face\f2_瞳孔001.tga	F2左瞳孔虹膜1	0	192	96	96	0	0	256	1	0	0	
2	1	3	data\source\player\f2\部件\texture\face\f2_瞳孔002.tga	F2左瞳孔虹膜2	0	192	96	96	0	0	256	1	0	0	
2	1	4	data\source\player\f2\部件\texture\face\f2_瞳孔003.tga	F2左瞳孔虹膜3	0	192	96	96	0	0	256	1	0	0	
2	1	5	data\source\player\f2\部件\texture\face\f2_瞳孔004.tga	F2左瞳孔虹膜4	0	192	96	96	0	0	256	1	0	0	
2	1	6	data\source\player\f2\部件\texture\face\f2_瞳孔005.tga	F2左瞳孔虹膜5	0	192	96	96	0	0	256	1	0	0	
2	1	7	data\source\player\f2\部件\texture\face\f2_瞳孔006.tga	F2左瞳孔虹膜6	0	192	96	96	0	0	256	1	0	0	
2	1	8	data\source\player\f2\部件\texture\face\f2_瞳孔007.tga	F2左瞳孔虹膜7	0	192	96	96	0	0	256	1	0	0	
2	1	9	data\source\player\f2\部件\texture\face\f2_瞳孔008.tga	F2左瞳孔虹膜8	0	192	96	96	0	0	256	1	0	0	
2	1	10	data\source\player\F2\部件\Texture\face\F2_瞳孔009.tga	F2左瞳孔虹膜9	0	192	96	96	0	0	256	1	0	0	
2	1	11	data\source\player\F2\部件\Texture\face\F2_瞳孔010.tga	F2左瞳孔虹膜10	0	192	96	96	0	0	256	1	0	0	
2	1	12	data\source\player\F2\部件\Texture\face\F2_瞳孔011.tga	F2左瞳孔虹膜11	0	192	96	96	0	0	256	1	0	0	
2	1	13	data\source\player\F2\部件\Texture\face\F2_瞳孔012.tga	F2左瞳孔虹膜12	0	192	96	96	0	0	256	1	0	0	
2	1	14	data\source\player\F2\部件\Texture\face\F2_瞳孔013.tga	F2左瞳孔虹膜13	0	192	96	96	0	0	256	1	0	0	
2	1	15	data\source\player\F2\部件\Texture\face\F2_瞳孔014.tga	F2左瞳孔虹膜14	0	192	96	96	0	0	256	1	0	0	
2	1	16	data\source\player\F2\部件\Texture\face\F2_瞳孔015.tga	F2左瞳孔虹膜15	0	192	96	96	0	0	256	1	0	0	
2	1	17	data\source\player\F2\部件\Texture\face\F2_瞳孔016.tga	F2左瞳孔虹膜16	0	192	96	96	0	0	256	1	0	0	
2	2	1	data\source\player\f2\部件\texture\face\f2_瞳孔001.tga	[默认]F2右瞳孔虹膜1	416	192	96	96	0	0	256	1	0	0	
2	2	2	data\source\player\f2\部件\texture\face\f2_瞳孔001.tga	F2右瞳孔虹膜1	416	192	96	96	0	0	256	1	0	0	
2	2	3	data\source\player\f2\部件\texture\face\f2_瞳孔002.tga	F2右瞳孔虹膜2	416	192	96	96	0	0	256	1	0	0	
2	2	4	data\source\player\f2\部件\texture\face\f2_瞳孔003.tga	F2右瞳孔虹膜3	416	192	96	96	0	0	256	1	0	0	
2	2	5	data\source\player\f2\部件\texture\face\f2_瞳孔004.tga	F2右瞳孔虹膜4	416	192	96	96	0	0	256	1	0	0	
2	2	6	data\source\player\f2\部件\texture\face\f2_瞳孔005.tga	F2右瞳孔虹膜5	416	192	96	96	0	0	256	1	0	0	
2	2	7	data\source\player\f2\部件\texture\face\f2_瞳孔006.tga	F2右瞳孔虹膜6	416	192	96	96	0	0	256	1	0	0	
2	2	8	data\source\player\f2\部件\texture\face\f2_瞳孔007.tga	F2右瞳孔虹膜7	416	192	96	96	0	0	256	1	0	0	
2	2	9	data\source\player\f2\部件\texture\face\f2_瞳孔008.tga	F2右瞳孔虹膜8	416	192	96	96	0	0	256	1	0	0	
2	2	10	data\source\player\F2\部件\Texture\face\F2_瞳孔009.tga	F2右瞳孔虹膜9	416	192	96	96	0	0	256	1	0	0	
2	2	11	data\source\player\F2\部件\Texture\face\F2_瞳孔010.tga	F2右瞳孔虹膜10	416	192	96	96	0	0	256	1	0	0	
2	2	12	data\source\player\F2\部件\Texture\face\F2_瞳孔011.tga	F2右瞳孔虹膜11	416	192	96	96	0	0	256	1	0	0	
2	2	13	data\source\player\F2\部件\Texture\face\F2_瞳孔012.tga	F2右瞳孔虹膜12	416	192	96	96	0	0	256	1	0	0	
2	2	14	data\source\player\F2\部件\Texture\face\F2_瞳孔013.tga	F2右瞳孔虹膜13	416	192	96	96	0	0	256	1	0	0	
2	2	15	data\source\player\F2\部件\Texture\face\F2_瞳孔014.tga	F2右瞳孔虹膜14	416	192	96	96	0	0	256	1	0	0	
2	2	16	data\source\player\F2\部件\Texture\face\F2_瞳孔015.tga	F2右瞳孔虹膜15	416	192	96	96	0	0	256	1	0	0	
2	2	17	data\source\player\F2\部件\Texture\face\F2_瞳孔016.tga	F2右瞳孔虹膜16	416	192	96	96	0	0	256	1	0	0	
2	3	1	data\source\player\f2\部件\texture\face\f2_眼影_001.tga	F2眼影001	272	256	128	96	1	0	256	1	0	0	
2	3	2	data\source\player\f2\部件\texture\face\f2_眼影_002.tga	F2眼影002	272	256	128	96	1	0	256	1	0	0	
2	3	3	data\source\player\f2\部件\texture\face\f2_眼影_003.tga	F2眼影003	272	256	128	96	1	0	256	1	0	0	
2	3	4	data\source\player\f2\部件\texture\face\f2_眼影_004.tga	F2眼影004	272	256	128	96	1	0	256	1	0	0	
2	3	5	data\source\player\f2\部件\texture\face\f2_眼影_005.tga	F2眼影005	272	256	128	96	1	0	256	1	0	0	
2	3	6	data\source\player\f2\部件\texture\face\f2_眼影_006.tga	F2眼影006	272	256	128	96	1	0	256	1	0	0	
2	3	7	data\source\player\f2\部件\texture\face\f2_眼影_007.tga	F2眼影007	272	256	128	96	1	0	256	1	0	0	
2	3	8	data\source\player\f2\部件\texture\face\f2_眼影_008.tga	F2眼影008	272	256	128	96	1	0	256	1	0	0	
2	3	9	data\source\player\f2\部件\texture\face\f2_眼影_009.tga	F2眼影009	272	256	128	96	1	0	256	1	0	0	
2	3	10	data\source\player\f2\部件\texture\face\f2_眼影_010.tga	F2眼影010	256	255	128	96	1	0	256	1	0	0	
2	3	11	data\source\player\f2\部件\texture\face\f2_眼影_011.tga	F2眼影011	270	256	128	96	1	0	256	1	0	0	
2	3	12	data\source\player\f2\部件\texture\face\f2_眼影_012.tga	F2眼影012	272	256	128	96	1	0	256	1	0	0	
2	3	14	data\source\player\f2\部件\texture\face\f2_眼影_013.tga	F2眼影013	107	256	128	96	1	0	255	1	0	0	
2	3	15	data\source\player\f2\部件\texture\face\f2_眼影_014.tga	F2眼影013	112	251	128	96	1	0	256	1	0	0	
2	4	1	data\source\player\f2\部件\texture\face\f2_眼线_001.tga	[默认]F2眼线001	280	264	96	64	1	0	256	1	0	0	
2	4	2	data\source\player\f2\部件\texture\face\f2_眼线_001.tga	F2眼线001	280	264	96	64	1	0	256	1	0	0	
2	4	3	data\source\player\f2\部件\texture\face\f2_眼线_002.tga	F2眼线002	280	264	96	64	1	0	256	1	0	0	
2	4	4	data\source\player\f2\部件\texture\face\f2_眼线_003.tga	F2眼线003	280	264	96	64	1	0	256	1	0	0	
2	4	5	data\source\player\f2\部件\texture\face\f2_眼线_004.tga	F2眼线004	280	264	96	64	1	0	256	1	0	0	
2	4	6	data\source\player\f2\部件\texture\face\f2_眼线_005.tga	F2眼线005	280	264	96	64	1	0	256	1	0	0	
2	4	7	data\source\player\f2\部件\texture\face\f2_眼线_006.tga	F2眼线006	280	264	96	64	1	0	256	1	0	0	
2	4	8	data\source\player\f2\部件\texture\face\f2_眼线_007.tga	F2眼线007	280	264	96	64	1	0	256	1	0	0	
2	4	9	data\source\player\f2\部件\texture\face\f2_眼线_008.tga	F2眼线008	280	264	96	64	1	0	256	1	0	0	
2	4	10	data\source\player\f2\部件\texture\face\f2_眼线_009.tga	F2眼线009	280	264	96	64	1	0	256	1	0	0	
2	4	11	data\source\player\f2\部件\texture\face\f2_眼线_010.tga	F2眼线010	280	264	96	64	1	0	256	1	0	0	
2	4	12	data\source\player\f2\部件\texture\face\f2_眼线_011杨.tga	F2眼线011	280	264	96	64	1	0	256	1	0	0	
2	5	1	data\source\player\f2\部件\texture\face\f2_眉毛_001.tga	[默认]F2眉毛001	256	224	128	64	1	0	256	1	0	0	
2	5	2	data\source\player\f2\部件\texture\face\f2_眉毛_001.tga	F2眉毛001	256	224	128	64	1	0	256	1	0	0	
2	5	3	data\source\player\f2\部件\texture\face\f2_眉毛_002.tga	F2眉毛002	256	224	128	64	1	0	256	1	0	0	
2	5	4	data\source\player\f2\部件\texture\face\f2_眉毛_003.tga	F2眉毛003	256	224	128	64	1	0	256	1	0	0	
2	5	5	data\source\player\f2\部件\texture\face\f2_眉毛_004.tga	F2眉毛004	256	224	128	64	1	0	256	1	0	0	
2	5	6	data\source\player\f2\部件\texture\face\f2_眉毛_005.tga	F2眉毛005	256	224	128	64	1	0	256	1	0	0	
2	5	7	data\source\player\f2\部件\texture\face\f2_眉毛_006.tga	F2眉毛006	256	224	128	64	1	0	256	1	0	0	
2	5	8	data\source\player\f2\部件\texture\face\f2_眉毛_007.tga	F2眉毛007	256	224	128	64	1	0	256	1	0	0	
2	5	9	data\source\player\f2\部件\texture\face\f2_眉毛_008.tga	F2眉毛008	256	224	128	64	1	0	256	1	0	0	
2	5	10	data\source\player\f2\部件\texture\face\f2_眉毛_009.tga	F2眉毛009	256	224	128	64	1	0	256	1	0	0	
2	5	11	data\source\player\f2\部件\texture\face\f2_眉毛_010.tga	F2眉毛010	256	224	128	64	1	0	256	1	0	0	
2	5	12	data\source\player\f2\部件\texture\face\f2_眉毛_011.tga	F2眉毛011	256	224	128	64	1	0	256	1	0	0	
2	5	13	data\source\player\f2\部件\texture\face\f2_眉毛_012.tga	F2眉毛012	256	224	128	64	1	0	256	1	0	0	
2	5	14	data\source\player\f2\部件\texture\face\f2_眉毛_013杨.tga	F2眉毛013杨	256	224	128	64	1	0	256	1	0	0	
2	5	15	data\source\player\f2\部件\texture\face\f2_眉毛_014.tga	F2眉毛014	256	224	128	64	1	0	256	1	0	0	
2	5	16	data\source\player\f2\部件\texture\face\f2_眉毛_010.tga	F2眉毛015	256	224	128	64	1	0	256	1	0	0	
2	5	17	data\source\player\f2\部件\texture\face\f2_眉毛_007.tga	F2眉毛016	256	224	128	64	1	0	256	1	0	0	
2	5	18	data\source\player\f2\部件\texture\face\f2_眉毛_002.tga	F2眉毛017	256	224	128	64	1	0	256	1	0	0	
2	5	19	data\source\player\f2\部件\texture\face\f2_眉毛_009.tga	F2眉毛018	256	224	128	64	1	0	256	1	0	0	
2	5	20	data\source\player\f2\部件\texture\face\f2_眉毛_005.tga	F2眉毛019	256	224	128	64	1	0	256	1	0	0	
2	5	21	data\source\player\f2\部件\texture\face\f2_眉毛_015.tga	F2眉毛019	254	226	128	64	1	0	256	1	0	0	
2	5	22	data\source\player\F2\部件\Texture\face\F2_眉毛_016.tga	F2眉毛020	256	232	128	64	1	0	256	1	0	0	
2	5	23	data\source\player\F2\部件\Texture\face\F2_眉毛_017.tga	F2眉毛021	260	233	128	64	1	0	256	1	0	0	
2	5	24	data\source\player\F2\部件\Texture\face\F2_眉毛_018.tga	F2眉毛022	258	232	128	64	1	0	256	1	0	0	
2	5	25	data\source\player\F2\部件\Texture\face\F2_眉毛_019.tga	F2眉毛023	265	229	128	64	1	0	256	1	0	0	
2	5	26	data\source\player\F2\部件\Texture\face\F2_眉毛_020.tga	F2眉毛024	263	235	128	64	1	0	256	1	0	0	
2	6	1	data\source\player\f2\部件\texture\face\f2_腮红_001.tga	F2腮红01	295	299	160	160	1	0	256	1	0	0	
2	6	2	data\source\player\f2\部件\texture\face\f2_腮红_002.tga	F2腮红02	288	299	160	160	1	0	256	1	0	0	
2	6	3	data\source\player\f2\部件\texture\face\f2_腮红_003.tga	F2腮红03	295	299	160	160	1	0	256	1	0	0	
2	6	4	data\source\player\f2\部件\texture\face\f2_腮红_004.tga	F2腮红04	279	293	160	160	1	0	256	1	0	0	
2	6	5	data\source\player\f2\部件\texture\face\f2_腮红_005.tga	F2腮红05	280	288	160	160	1	0	256	1	0	0	
2	6	6	data\source\player\f2\部件\texture\face\f2_腮红_006.tga	F2腮红06	270	309	160	160	1	0	256	1	0	0	
2	6	7	data\source\player\f2\部件\texture\face\f2_腮红_007.tga	F2腮红07	270	295	160	160	1	0	256	1	0	0	
2	6	8	data\source\player\f2\部件\texture\face\f2_腮红_008.tga	F2腮红08	283	297	160	160	1	0	256	1	0	0	
2	6	9	data\source\player\f2\部件\texture\face\f2_腮红_002.tga	酒糟鼻	183	263	160	160	0	0	256	1	0	0	
2	7	1	data\source\player\f2\部件\texture\face\f2_唇彩_001.tga	[默认]F2唇彩001	192	384	128	96	0	0	256	1	1	0	
2	7	2	data\source\player\F2\部件\Texture\face\F2_唇彩_001.tga	F2唇彩001	192	384	128	96	0	0	256	1	1	0	data\source\player\F2\部件\Texture\face\F2_偏光_001.tga
2	7	3	data\source\player\f2\部件\texture\face\f2_唇彩_002.tga	F2唇彩002	192	384	128	96	0	0	256	1	1	0	data\source\player\F2\部件\Texture\face\F2_偏光_002.tga
2	7	4	data\source\player\f2\部件\texture\face\f2_唇彩_003.tga	F2唇彩003	192	384	128	96	1	0	256	1	1	0	data\source\player\F2\部件\Texture\face\F2_偏光_003.tga
2	7	5	data\source\player\f2\部件\texture\face\f2_唇彩_004.tga	F2唇彩004	192	384	128	96	0	0	256	1	1	0	data\source\player\F2\部件\Texture\face\F2_偏光_004.tga
2	7	6	data\source\player\f2\部件\texture\face\f2_唇彩_005.tga	F2唇彩005	192	384	128	96	0	0	256	1	1	0	data\source\player\F2\部件\Texture\face\F2_偏光_005.tga
2	7	7	data\source\player\f2\部件\texture\face\f2_唇彩_006.tga	F2唇彩006	192	384	128	96	0	0	256	1	1	0	data\source\player\F2\部件\Texture\face\F2_偏光_006.tga
2	7	8	data\source\player\f2\部件\texture\face\f2_唇彩_007.tga	F2唇彩007	192	384	128	96	0	0	256	1	1	0	data\source\player\F2\部件\Texture\face\F2_偏光_007.tga
2	7	9	data\source\player\f2\部件\texture\face\f2_唇彩_008.tga	F2唇彩008	192	384	128	96	0	0	256	1	1	0	data\source\player\F2\部件\Texture\face\F2_偏光_008.tga
2	7	10	data\source\player\f2\部件\texture\face\f2_唇彩_009.tga	F2唇彩009	192	384	128	96	0	0	256	1	1	0	data\source\player\F2\部件\Texture\face\F2_偏光_009.tga
2	7	11	data\source\player\f2\部件\texture\face\f2_唇彩_010杨.tga	F2唇彩010	192	384	128	96	0	0	256	1	1	0	data\source\player\F2\部件\Texture\face\F2_偏光_010.tga
2	7	12	data\source\player\f2\部件\texture\face\f2_唇彩_011.tga	F2唇彩011	192	384	128	96	0	0	256	1	1	0	data\source\player\F2\部件\Texture\face\F2_偏光_011.tga
2	8	1	data\source\player\f2\部件\texture\face\f2_眼神光001.tga	[默认]F2眼神光1	0	192	508	96	0	0	256	1	0	0	
2	8	2	data\source\player\f2\部件\texture\face\f2_眼神光001.tga	F2眼神光1	0	192	508	96	0	0	256	1	0	0	
2	8	3	data\source\player\f2\部件\texture\face\f2_眼神光002.tga	F2眼神光2	0	192	508	96	0	0	256	1	0	0	
2	8	4	data\source\player\f2\部件\texture\face\f2_眼神光003.tga	F2眼神光3	0	192	508	96	0	0	256	1	0	0	
2	8	5	data\source\player\f2\部件\texture\face\f2_眼神光004.tga	F2眼神光4	0	192	508	96	0	0	256	1	0	0	
2	8	6	data\source\player\f2\部件\texture\face\f2_眼神光005.tga	F2眼神光5	0	192	508	96	0	0	256	1	0	0	
2	8	7	data\source\player\f2\部件\texture\face\f2_眼神光006.tga	F2眼神光6	0	192	508	96	0	0	256	1	0	0	
2	8	8	data\source\player\f2\部件\texture\face\f2_眼神光007.tga	F2眼神光7	0	192	508	96	0	0	256	1	0	0	
2	8	9	data\source\player\f2\部件\texture\face\f2_眼神光008.tga	F2眼神光8	0	192	508	96	0	0	256	1	0	0	
2	8	10	data\source\player\f2\部件\texture\face\f2_眼神光009.tga	F2眼神光9	0	192	508	96	0	0	256	1	0	0	
2	8	11	data\source\player\f2\部件\texture\face\f2_眼神光010.tga	F2眼神光10	0	192	508	96	0	0	256	1	0	0	
2	8	12	data\source\player\f2\部件\texture\face\f2_眼神光011.tga	F2眼神光11	0	192	508	96	0	0	256	1	0	0	
2	8	13	data\source\player\f2\部件\texture\face\f2_眼神光012.tga	F2眼神光12	0	192	508	96	0	0	256	1	0	0	
2	8	14	data\source\player\f2\部件\texture\face\f2_眼神光013.tga	F2眼神光13	0	192	508	96	0	0	256	1	0	0	
2	9	1	data\source\texture\face\贴花_额饰01.tga	额饰01	192	187	128	128	0	0	256	1	0	0	
2	9	2	data\source\texture\face\贴花_额饰02.tga	额饰02	192	187	128	128	0	0	256	1	0	0	
2	9	3	data\source\texture\face\贴花_额饰03.tga	额饰03	192	187	128	128	0	0	256	1	0	0	
2	9	4	data\source\texture\face\贴花_额饰04.tga	额饰04	192	187	128	128	0	0	256	1	0	0	
2	9	5	data\source\texture\face\贴花_额饰05.tga	额饰05	192	181	128	128	0	0	256	1	0	0	
2	9	6	data\source\texture\face\贴花_额饰06.tga	额饰06	192	181	128	128	0	0	256	1	0	0	
2	9	7	data\source\texture\face\贴花_额饰07.tga	额饰07	192	181	128	128	0	0	256	1	0	0	
2	9	8	data\source\texture\face\贴花_额饰08.tga	额饰08	192	181	128	128	0	0	256	1	0	0	
2	9	9	data\source\texture\face\贴花_额饰09.tga	额饰09	192	181	128	128	0	0	256	1	0	0	
2	9	10	data\source\texture\face\贴花_花_蝴蝶.tga	花蝴蝶	293	274	128	128	0	0	256	1	0	0	
2	9	11	data\source\texture\face\贴花_花_蝴蝶.tga	花蝴蝶_翻转	293	274	128	128	0	0	256	1	0	1	
2	9	12	data\source\texture\face\贴花_花_心01.tga	心	279	290	128	128	0	0	256	1	0	0	
2	9	13	data\source\texture\face\贴花_花_心01.tga	心_翻转	279	290	128	128	0	0	256	1	0	1	
2	9	14	data\source\texture\face\贴花_花01.tga	花01	295	290	128	128	0	0	256	1	0	0	
2	9	15	data\source\texture\face\贴花_花01.tga	花01_翻转	295	290	128	128	0	0	256	1	0	1	
2	9	16	data\source\texture\face\贴花_花02.tga	花02	283	249	128	128	0	0	256	1	0	0	
2	9	17	data\source\texture\face\贴花_花02.tga	花02_翻转	283	249	128	128	0	0	256	1	0	1	
2	9	18	data\source\texture\face\贴花_花03.tga	花03	101	265	96	96	0	0	256	1	0	0	
2	9	19	data\source\texture\face\贴花_花03.tga	花03_翻转	101	265	96	96	0	0	256	1	0	1	
2	9	20	data\source\texture\face\贴花_花04.tga	花4	94	288	96	96	0	0	256	1	0	0	
2	9	21	data\source\texture\face\贴花_花04.tga	花4_翻转	94	288	96	96	0	0	256	1	0	1	
2	9	22	data\source\texture\face\贴花_花05.tga	花5	288	251	128	128	0	0	256	1	0	0	
2	9	23	data\source\texture\face\贴花_花05.tga	花5_翻转	288	251	128	128	0	0	256	1	0	1	
2	9	24	data\source\texture\face\贴花_花06.tga	花06	247	194	96	96	0	0	256	1	0	0	
2	9	25	data\source\texture\face\贴花_花06.tga	花06_翻转	247	194	96	96	0	0	256	1	0	1	
2	9	26	data\source\texture\face\贴花_美人痣01.tga	眼痣01	302	288	64	64	0	0	256	1	0	0	
2	9	27	data\source\texture\face\贴花_美人痣01.tga	眼痣02	322	288	64	64	0	0	256	1	0	0	
2	9	28	data\source\texture\face\贴花_美人痣01.tga	嘴01	272	401	64	64	0	0	256	1	0	0	
2	9	29	data\source\texture\face\贴花_扇子01.tga	扇子	306	279	128	128	0	0	256	1	0	0	
2	9	30	data\source\texture\face\贴花_扇子01.tga	扇子_翻转	306	279	128	128	0	0	256	1	0	1	
2	9	31	data\source\texture\face\贴花_泪01.tga	泪01	256	263	128	128	0	0	256	1	0	0	
2	9	32	data\source\texture\face\贴花_泪01.tga	泪01_镜像	256	263	128	128	1	0	256	1	0	0	
2	9	33	data\source\texture\face\贴花_泪02.tga	泪02	295	309	64	64	0	0	256	1	0	0	
2	9	34	data\source\texture\face\贴花_泪02.tga	泪02_翻转	295	309	64	64	0	0	256	1	0	1	
2	9	35	data\source\texture\face\贴花_泪03.tga	泪03	251	258	128	192	0	0	256	1	0	0	
2	9	36	data\source\texture\face\贴花_泪03.tga	泪03_翻转	251	258	128	192	0	0	256	1	0	1	
2	9	37	data\source\texture\face\贴花_脸横线02.tga	横线02	286	281	128	64	1	0	256	1	0	0	
2	9	38	data\source\texture\face\贴花_脸横线03.tga	横线03	272	254	128	96	1	0	256	1	0	0	
2	9	39	data\source\texture\face\贴花_眉饰01.tga	眉饰01	251	217	64	64	1	0	256	1	0	0	
2	9	40	data\source\texture\face\贴花_文字_发.tga	发	226	201	64	64	0	0	256	1	0	0	
2	9	41	data\source\texture\face\贴花_文字_死.tga	死	144	327	64	64	0	0	256	1	0	0	
2	9	42	data\source\texture\face\贴花_文字_囚.tga	囚	158	199	64	64	0	0	256	1	0	0	
2	9	43	data\source\texture\face\贴花_文字玩.tga	玩	135	322	64	64	0	0	256	1	0	0	
2	9	44	data\source\texture\face\贴花_图案_草01.tga	草	270	215	192	256	0	0	256	1	0	0	
2	9	45	data\source\texture\face\贴花_图案_草01.tga	草_翻转	270	215	192	256	0	0	256	1	0	1	
2	9	46	data\source\texture\face\贴花_血迹01.tga	血迹	233	265	256	192	0	0	256	1	0	0	
2	9	47	data\source\texture\face\贴花_血迹01.tga	血迹_翻转	233	265	256	192	0	0	256	1	0	1	
2	9	48	data\source\texture\face\贴花_额饰13眼睛.tga	眼睛	220	208	72	72	0	0	256	1	0	0	
2	9	49	data\source\texture\face\贴花_拆01.tga	拆	174	222	160	144	0	0	256	1	0	0	
2	9	50	data\source\texture\face\贴花_手印01.tga	手印	53	279	384	224	0	0	256	1	0	0	
2	9	51	data\source\texture\face\贴花_脚印01.tga	脚印	165	206	192	224	0	0	256	1	0	0	
2	9	52	data\source\texture\face\贴花_挨打02.tga	挨打	121	215	272	272	0	0	256	1	0	0	
2	9	53	data\source\texture\face\贴花_花07.tga	花7	162	199	256	128	0	0	256	1	0	0	
2	9	54	data\source\texture\face\贴花_花07.tga	花7_翻转	162	199	256	128	0	0	256	1	0	1	
2	9	55	data\source\texture\face\贴花_小哈01.tga	小哈	254	130	136	256	1	0	256	1	0	0	
2	9	56	data\source\texture\face\贴花_额饰14.tga	额饰14	256	169	128	160	1	0	257	1	0	0	
2	9	57	data\source\texture\face\贴花_刀疤05.tga	刀疤06	151	197	256	192	0	0	256	1	0	0	
2	9	58	data\source\texture\face\贴花_白眼伪.tga	白眼伪	270	197	192	256	1	0	256	1	0	0	
2	9	59	data\source\texture\face\贴花_蝴蝶01.tga	蝴蝶失败	283	258	160	160	0	0	256	1	0	0	
2	9	60	data\source\texture\face\贴花_蝴蝶01.tga	蝴蝶失败_翻转	283	258	160	160	0	0	256	1	0	1	
2	9	61	data\source\texture\face\贴花_北斗01成女.tga	北斗01	160	211	192	224	0	0	256	1	0	0	
2	9	62	data\source\texture\face\贴花_额饰15.tga	额饰15	255	167	112	160	1	0	256	1	0	0	
