RoleType	Type	ShowID	ColorID	szName	fMax	fMin	fScale	fColorR	fColorG	fColorB	fColorA	fMetallicity	fRoughness	fValue1Min	fValue1Max	fValue2Min	fValue2Max	fValue3Min	fValue3Max	fValue4Min	fValue4Max	fValue5Min	fValue5Max	fValue6Min	fValue6Max	fValue7Min	fValue7Max	fValue8Min	fValue8Max	fValue9Min	fValue9Max	fParam0	fParam1	fParam2	fParam3	fParam4	fParam5	fParam6	fParam7	fParam8	fParam9	fParam10	fParam11	fParam12	fParam13	fParam14
1	15	2	18	·ôÉ«	1	0	0	0.175601	0.0513771	0.0320439	1.0348	1	1	0.6	2	0.4	0.8	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	0.8	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	2	19	°×	1	0	0	0.346212	0.288853	0.251881	1.0348	1	1	0.6	2	0.4	0.8	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	0.8	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	2	20	×ØÉ«	1	0	0	0.0246433	0.00721752	0	1.0348	1	1	0.6	2	0.4	0.8	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	0.8	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	2	21	ÂÌÂÌ	1	0	0	0.0171054	0.102541	0.00820935	1.0348	1	1	0.6	2	0.4	0.8	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	0.8	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	1	³È	1	0	0	0.185046	0.0460365	0.0103151	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	2	³Èºì	1	0	0	0.140505	0.0148013	0.00415045	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	3	·Û½ð	1	0	0	0.20473	0.0512856	0.0250095	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	4	»Æ	1	0	0	0.253071	0.146761	0.00375372	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	5	»ÆÂÌ	1	0	0	0.102541	0.0827497	0.00820935	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	6	·ÛÂÌ	1	0	0	0.0747387	0.10605	0.0597543	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	7	ÉîÂÌ	1	0	0	0.00358587	0.0479286	0.0237125	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	8	À¶ÂÌ	1	0	0	0.00207523	0.0450752	0.0479286	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	9	ÌìÀ¶	1	0	0	0.00292973	0.0360876	0.0526284	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	10	ÈºÇà	1	0	0	9.16e-05	0.0170596	0.0509804	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	11	À¶×Ï	1	0	0	0.0068513	0.0141756	0.0768139	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	12	×Ï	1	0	0	0.00640879	0.00479133	0.0738689	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	13	×Ïºì	1	0	0	0.0474556	0.00621042	0.0891737	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	14	Ãµºì	1	0	0	0.0957351	0.00375372	0.032578	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	15	·Û×Ï	1	0	0	0.076051	0.0366522	0.148867	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	16	Õýºì	1	0	0	0.120714	0.00457771	0.00138857	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	17	·Ûºì	1	0	0	0.175601	0.0414435	0.0398413	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	18	·ôÉ«	1	0	0	0.175601	0.0513771	0.0320439	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	19	°×	1	0	0	0.346212	0.288853	0.251881	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	20	×ØÉ«	1	0	0	0.0246433	0.00721752	0	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	3	21	ÂÌÂÌ	1	0	0	0.0171054	0.102541	0.00820935	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	1	³È	1	0	0	0.185046	0.0460365	0.0103151	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	2	³Èºì	1	0	0	0.140505	0.0148013	0.00415045	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	3	·Û½ð	1	0	0	0.20473	0.0512856	0.0250095	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	4	»Æ	1	0	0	0.253071	0.146761	0.00375372	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	5	»ÆÂÌ	1	0	0	0.102541	0.0827497	0.00820935	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	6	·ÛÂÌ	1	0	0	0.0747387	0.10605	0.0597543	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	7	ÉîÂÌ	1	0	0	0.00358587	0.0479286	0.0237125	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	8	À¶ÂÌ	1	0	0	0.00207523	0.0450752	0.0479286	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	9	ÌìÀ¶	1	0	0	0.00292973	0.0360876	0.0526284	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	10	ÈºÇà	1	0	0	9.16e-05	0.0170596	0.0509804	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	11	À¶×Ï	1	0	0	0.0068513	0.0141756	0.0768139	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	12	×Ï	1	0	0	0.00640879	0.00479133	0.0738689	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	13	×Ïºì	1	0	0	0.0474556	0.00621042	0.0891737	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	14	Ãµºì	1	0	0	0.0957351	0.00375372	0.032578	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	15	·Û×Ï	1	0	0	0.076051	0.0366522	0.148867	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	16	Õýºì	1	0	0	0.120714	0.00457771	0.00138857	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	17	·Ûºì	1	0	0	0.175601	0.0414435	0.0398413	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	18	·ôÉ«	1	0	0	0.175601	0.0513771	0.0320439	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	19	°×	1	0	0	0.346212	0.288853	0.251881	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	20	×ØÉ«	1	0	0	0.0246433	0.00721752	0	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	4	21	ÂÌÂÌ	1	0	0	0.0171054	0.102541	0.00820935	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	1	³È	1	0	0	0.185046	0.0460365	0.0103151	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	2	³Èºì	1	0	0	0.140505	0.0148013	0.00415045	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	3	·Û½ð	1	0	0	0.20473	0.0512856	0.0250095	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	4	»Æ	1	0	0	0.253071	0.146761	0.00375372	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	5	»ÆÂÌ	1	0	0	0.102541	0.0827497	0.00820935	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	6	·ÛÂÌ	1	0	0	0.0747387	0.10605	0.0597543	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	7	ÉîÂÌ	1	0	0	0.00358587	0.0479286	0.0237125	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	8	À¶ÂÌ	1	0	0	0.00207523	0.0450752	0.0479286	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	9	ÌìÀ¶	1	0	0	0.00292973	0.0360876	0.0526284	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	10	ÈºÇà	1	0	0	9.16e-05	0.0170596	0.0509804	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	11	À¶×Ï	1	0	0	0.0068513	0.0141756	0.0768139	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	12	×Ï	1	0	0	0.00640879	0.00479133	0.0738689	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	13	×Ïºì	1	0	0	0.0474556	0.00621042	0.0891737	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	14	Ãµºì	1	0	0	0.0957351	0.00375372	0.032578	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	15	·Û×Ï	1	0	0	0.076051	0.0366522	0.148867	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	16	Õýºì	1	0	0	0.120714	0.00457771	0.00138857	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	17	·Ûºì	1	0	0	0.175601	0.0414435	0.0398413	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	18	·ôÉ«	1	0	0	0.175601	0.0513771	0.0320439	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	19	°×	1	0	0	0.346212	0.288853	0.251881	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	20	×ØÉ«	1	0	0	0.0246433	0.00721752	0	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	5	21	ÂÌÂÌ	1	0	0	0.0171054	0.102541	0.00820935	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	1	³È	1	0	0	0.185046	0.0460365	0.0103151	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	2	³Èºì	1	0	0	0.140505	0.0148013	0.00415045	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	3	·Û½ð	1	0	0	0.20473	0.0512856	0.0250095	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	4	»Æ	1	0	0	0.253071	0.146761	0.00375372	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	5	»ÆÂÌ	1	0	0	0.102541	0.0827497	0.00820935	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	6	·ÛÂÌ	1	0	0	0.0747387	0.10605	0.0597543	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	7	ÉîÂÌ	1	0	0	0.00358587	0.0479286	0.0237125	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	8	À¶ÂÌ	1	0	0	0.00207523	0.0450752	0.0479286	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	9	ÌìÀ¶	1	0	0	0.00292973	0.0360876	0.0526284	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	10	ÈºÇà	1	0	0	9.16e-05	0.0170596	0.0509804	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	11	À¶×Ï	1	0	0	0.0068513	0.0141756	0.0768139	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	12	×Ï	1	0	0	0.00640879	0.00479133	0.0738689	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	13	×Ïºì	1	0	0	0.0474556	0.00621042	0.0891737	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	14	Ãµºì	1	0	0	0.0957351	0.00375372	0.032578	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	15	·Û×Ï	1	0	0	0.076051	0.0366522	0.148867	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	16	Õýºì	1	0	0	0.120714	0.00457771	0.00138857	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	17	·Ûºì	1	0	0	0.175601	0.0414435	0.0398413	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	18	·ôÉ«	1	0	0	0.175601	0.0513771	0.0320439	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	19	°×	1	0	0	0.346212	0.288853	0.251881	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	20	×ØÉ«	1	0	0	0.0246433	0.00721752	0	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	6	21	ÂÌÂÌ	1	0	0	0.0171054	0.102541	0.00820935	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	1	³È	1	0	0	0.185046	0.0460365	0.0103151	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	2	³Èºì	1	0	0	0.140505	0.0148013	0.00415045	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	3	·Û½ð	1	0	0	0.20473	0.0512856	0.0250095	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	4	»Æ	1	0	0	0.253071	0.146761	0.00375372	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	5	»ÆÂÌ	1	0	0	0.102541	0.0827497	0.00820935	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	6	·ÛÂÌ	1	0	0	0.0747387	0.10605	0.0597543	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	7	ÉîÂÌ	1	0	0	0.00358587	0.0479286	0.0237125	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	8	À¶ÂÌ	1	0	0	0.00207523	0.0450752	0.0479286	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	9	ÌìÀ¶	1	0	0	0.00292973	0.0360876	0.0526284	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	10	ÈºÇà	1	0	0	9.16e-05	0.0170596	0.0509804	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	11	À¶×Ï	1	0	0	0.0068513	0.0141756	0.0768139	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	12	×Ï	1	0	0	0.00640879	0.00479133	0.0738689	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	13	×Ïºì	1	0	0	0.0474556	0.00621042	0.0891737	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	14	Ãµºì	1	0	0	0.0957351	0.00375372	0.032578	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	15	·Û×Ï	1	0	0	0.076051	0.0366522	0.148867	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	16	Õýºì	1	0	0	0.120714	0.00457771	0.00138857	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	17	·Ûºì	1	0	0	0.175601	0.0414435	0.0398413	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	18	·ôÉ«	1	0	0	0.175601	0.0513771	0.0320439	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	19	°×	1	0	0	0.346212	0.288853	0.251881	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	20	×ØÉ«	1	0	0	0.0246433	0.00721752	0	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	7	21	ÂÌÂÌ	1	0	0	0.0171054	0.102541	0.00820935	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	8	1	³È	1	0	0	0.185046	0.0460365	0.0103151	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	8	2	³Èºì	1	0	0	0.140505	0.0148013	0.00415045	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	8	3	·Û½ð	1	0	0	0.20473	0.0512856	0.0250095	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	8	4	»Æ	1	0	0	0.253071	0.146761	0.00375372	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
1	15	8	5	»ÆÂÌ	1	0	0	0.102541	0.0827497	0.00820935	1.0348	1	1	0.6	2	0.4	1	0	2	0	2	0	1	0	2	0	2	0	2	0	2	0.8	1	1	0	0	0	0	10	0	0	0	0	0	10	0
