RoleType	Type	Name	HighlightModel
5	4	苹果肌高低	data\public\FaceMeta\M1\部件\M1_facemeta_parts_Apple_hd.mesh
5	2	苹果肌宽窄	data\public\FaceMeta\M1\部件\M1_facemeta_parts_Apple_hd.mesh
5	3	苹果肌凹凸	data\public\FaceMeta\M1\部件\M1_facemeta_parts_Apple_hd.mesh
5	20	苹果肌外旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_Apple_hd.mesh
5	21	苹果肌侧旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_Apple_hd.mesh
5	22	苹果肌上旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_Apple_hd.mesh
5	10	脸颊胖瘦	data\public\FaceMeta\M1\部件\M1_facemeta_parts_Cheek_hd.mesh
5	133	上颌凹凸	data\public\FaceMeta\M1\部件\M1_facemeta_parts_Maxillary_hd.mesh
5	101	上颌宽窄	data\public\FaceMeta\M1\部件\M1_facemeta_parts_Maxillary_hd.mesh
5	14	下颌突出	data\public\FaceMeta\M1\部件\M1_facemeta_parts_ChinBottom_hd.mesh
5	15	下颌轮廓	data\public\FaceMeta\M1\部件\M1_facemeta_parts_ChinBottom_hd.mesh
5	13	下颌宽窄	data\public\FaceMeta\M1\部件\M1_facemeta_parts_ChinBottom_hd.mesh
5	44	下颌厚度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_ChinBottom_hd.mesh
5	43	下颌底厚度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_ChinBottom_hd.mesh
5	40	下颌角高低	data\public\FaceMeta\M1\部件\M1_facemeta_parts_ChinEdge_hd.mesh
5	6	下巴长短	data\public\FaceMeta\M1\部件\M1_facemeta_parts_Chin_hd.mesh
5	31	下巴宽度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_Chin_hd.mesh
5	5	下巴凹凸	data\public\FaceMeta\M1\部件\M1_facemeta_parts_Chin_hd.mesh
5	23	下巴弧度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_Chin_hd.mesh
5	33	下巴厚度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_Chin_hd.mesh
5	45	眉弓高低	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyebrowGrp_hd.mesh
5	46	眉弓间距	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyebrowGrp_hd.mesh
5	47	眉弓外凸	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyebrowGrp_hd.mesh
5	49	眉毛长短	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyebrowGrp_hd.mesh
5	63	眉毛粗细	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyebrowGrp_hd.mesh
5	60	眉弓翘度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_Eyebrow_hd.mesh
5	48	眉头弯折	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyebrowStart_hd.mesh
5	51	眉尾弯折	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyebrowEnd_hd.mesh
5	50	眉尾凹凸	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyebrowEnd_hd.mesh
5	53	眉心凹凸	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyebrowMiddle_hd.mesh
5	149	眼部高低	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeGrp_hd.mesh
5	147	眼部间距	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeGrp_hd.mesh
5	148	眼部深浅	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeGrp_hd.mesh
5	170	眼睛大小	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeGrp_hd.mesh
5	172	眼睛开合	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeGrp_hd.mesh
5	158	整体侧旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeGrp_hd.mesh
5	159	整体外旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeGrp_hd.mesh
5	160	眼睛上旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeGrp_hd.mesh
5	185	左右偏移	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeBall_hd.mesh
5	186	上下偏移	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeBall_hd.mesh
5	179	上睫毛外旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeLashU_hd.mesh
5	180	上睫毛上旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeLashU_hd.mesh
5	181	上睫毛侧旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeLashU_hd.mesh
5	176	下睫毛长短	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeLashD_hd.mesh
5	182	下睫毛外旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeLashD_hd.mesh
5	183	下睫毛上旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeLashD_hd.mesh
5	184	下睫毛侧旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeLashD_hd.mesh
5	150	上眼皮间距	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeU_hd.mesh
5	151	上眼皮开合	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeU_hd.mesh
5	161	上眼皮侧旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeU_hd.mesh
5	152	下眼皮间距	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeD_hd.mesh
5	153	下眼皮开合	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeD_hd.mesh
5	163	下眼皮侧旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeD_hd.mesh
5	154	内眼角左右	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeI_hd.mesh
5	155	内眼角上下	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeI_hd.mesh
5	156	外眼角左右	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeO_hd.mesh
5	157	外眼角上下	data\public\FaceMeta\M1\部件\M1_facemeta_parts_EyeO_hd.mesh
5	68	鼻子长短	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseGrp_hd.mesh
5	67	鼻子高矮	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseGrp_hd.mesh
5	78	鼻子偏斜	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseGrp_hd.mesh
5	92	鼻梁宽度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseBridge_hd.mesh
5	75	鼻梁高度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseBridge_hd.mesh
5	83	鼻梁弧度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseBridge_hd.mesh
5	94	鼻梁凹凸	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseBridge_hd.mesh
5	88	鼻尖宽度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseTip_hd.mesh
5	70	鼻尖高度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseTip_hd.mesh
5	69	鼻尖凹凸	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseTip_hd.mesh
5	79	鼻尖弧度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseTip_hd.mesh
5	71	鼻翼宽度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseEdge_hd.mesh
5	73	鼻翼高度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseEdge_hd.mesh
5	72	鼻翼凹凸	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseEdge_hd.mesh
5	80	鼻翼外旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseEdge_hd.mesh
5	81	鼻翼上旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseEdge_hd.mesh
5	82	鼻翼侧旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseEdge_hd.mesh
5	87	鼻底高度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseBottom_hd.mesh
5	95	鼻底宽度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseBottom_hd.mesh
5	76	鼻底凹凸	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseBottom_hd.mesh
5	84	鼻底弧度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_NoseBottom_hd.mesh
5	98	嘴部高低	data\public\FaceMeta\M1\部件\M1_facemeta_parts_MouthGrp_hd.mesh
5	97	嘴部凹凸	data\public\FaceMeta\M1\部件\M1_facemeta_parts_MouthGrp_hd.mesh
5	116	嘴部倾斜	data\public\FaceMeta\M1\部件\M1_facemeta_parts_MouthGrp_hd.mesh
5	130	嘴部宽窄	data\public\FaceMeta\M1\部件\M1_facemeta_parts_MouthGrp_hd.mesh
5	132	嘴唇厚度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_MouthGrp_hd.mesh
5	135	上唇厚度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_UPMouthGrp_hd.mesh
5	99	上唇凹凸	data\public\FaceMeta\M1\部件\M1_facemeta_parts_UPMouthGrp_hd.mesh
5	117	上唇上旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_UPMouthGrp_hd.mesh
5	137	上唇中宽窄	data\public\FaceMeta\M1\部件\M1_facemeta_parts_UpMouthM_hd.mesh
5	139	上唇中厚度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_UpMouthM_hd.mesh
5	107	上唇中高度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_UpMouthM_hd.mesh
5	106	上唇中凹凸	data\public\FaceMeta\M1\部件\M1_facemeta_parts_UpMouthM_hd.mesh
5	122	上唇中上旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_UpMouthM_hd.mesh
5	108	上唇两侧宽窄	data\public\FaceMeta\M1\部件\M1_facemeta_parts_UpMouthSide_hd.mesh
5	110	上唇两侧高度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_UpMouthSide_hd.mesh
5	109	上唇两侧凹凸	data\public\FaceMeta\M1\部件\M1_facemeta_parts_UpMouthSide_hd.mesh
5	123	上唇两侧外旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_UpMouthSide_hd.mesh
5	124	上唇两侧侧旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_UpMouthSide_hd.mesh
5	136	下唇厚度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_DMouthGrp_hd.mesh
5	102	下唇高度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_DMouthGrp_hd.mesh
5	100	下唇凹凸	data\public\FaceMeta\M1\部件\M1_facemeta_parts_DMouthGrp_hd.mesh
5	118	下唇上旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_DMouthGrp_hd.mesh
5	144	下唇中厚度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_DMouthM_hd.mesh
5	112	下唇中高度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_DMouthM_hd.mesh
5	111	下唇中凹凸	data\public\FaceMeta\M1\部件\M1_facemeta_parts_DMouthM_hd.mesh
5	126	下唇中上旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_DMouthM_hd.mesh
5	113	下唇两侧宽窄	data\public\FaceMeta\M1\部件\M1_facemeta_parts_DMouthSide_hd.mesh
5	115	下唇两侧高度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_DMouthSide_hd.mesh
5	114	下唇两侧凹凸	data\public\FaceMeta\M1\部件\M1_facemeta_parts_DMouthSide_hd.mesh
5	127	下唇两侧外旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_DMouthSide_hd.mesh
5	128	下唇两侧侧旋	data\public\FaceMeta\M1\部件\M1_facemeta_parts_DMouthSide_hd.mesh
5	105	嘴角高度	data\public\FaceMeta\M1\部件\M1_facemeta_parts_Modiolus_hd.mesh
5	103	嘴角间距	data\public\FaceMeta\M1\部件\M1_facemeta_parts_Modiolus_hd.mesh
5	104	嘴角凹凸	data\public\FaceMeta\M1\部件\M1_facemeta_parts_Modiolus_hd.mesh
6	37	面部宽窄	data\public\FaceMeta\F1\部件\F1_facemeta_parts_FaceGrp_hd.mesh
6	1	面部长短	data\public\FaceMeta\F1\部件\F1_facemeta_parts_FaceGrp_hd.mesh
6	171	上部高低	data\public\FaceMeta\F1\部件\F1_facemeta_parts_FaceGrpU_hd.mesh
6	86	中庭长短	data\public\FaceMeta\F1\部件\F1_facemeta_parts_FaceGrpM_hd.mesh
6	0	饱满程度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_ForeHead_hd.mesh
6	19	倾斜程度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_ForeHead_hd.mesh
6	9	颧骨高低	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Malar_hd.mesh
6	7	颧骨宽窄	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Malar_hd.mesh
6	8	颧骨凹凸	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Malar_hd.mesh
6	24	颧骨外旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Malar_hd.mesh
6	25	颧骨侧旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Malar_hd.mesh
6	26	颧骨上旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Malar_hd.mesh
6	4	苹果肌高低	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Apple_hd.mesh
6	2	苹果肌宽窄	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Apple_hd.mesh
6	3	苹果肌凹凸	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Apple_hd.mesh
6	20	苹果肌外旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Apple_hd.mesh
6	21	苹果肌侧旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Apple_hd.mesh
6	22	苹果肌上旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Apple_hd.mesh
6	10	脸颊胖瘦	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Cheek_hd.mesh
6	133	上颌凹凸	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Maxillary_hd.mesh
6	101	上颌宽窄	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Maxillary_hd.mesh
6	14	下颌突出	data\public\FaceMeta\F1\部件\F1_facemeta_parts_ChinBottom_hd.mesh
6	15	下颌轮廓	data\public\FaceMeta\F1\部件\F1_facemeta_parts_ChinBottom_hd.mesh
6	13	下颌宽窄	data\public\FaceMeta\F1\部件\F1_facemeta_parts_ChinBottom_hd.mesh
6	44	下颌厚度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_ChinBottom_hd.mesh
6	43	下颌底厚度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_ChinBottom_hd.mesh
6	40	下颌角高低	data\public\FaceMeta\F1\部件\F1_facemeta_parts_ChinEdge_hd.mesh
6	6	下巴长短	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Chin_hd.mesh
6	31	下巴宽度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Chin_hd.mesh
6	5	下巴凹凸	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Chin_hd.mesh
6	23	下巴弧度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Chin_hd.mesh
6	33	下巴厚度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Chin_hd.mesh
6	45	眉弓高低	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyebrowGrp_hd.mesh
6	46	眉弓间距	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyebrowGrp_hd.mesh
6	47	眉弓外凸	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyebrowGrp_hd.mesh
6	49	眉毛长短	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyebrowGrp_hd.mesh
6	63	眉毛粗细	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyebrowGrp_hd.mesh
6	60	眉弓翘度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Eyebrow_hd.mesh
6	48	眉头弯折	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyebrowStart_hd.mesh
6	51	眉尾弯折	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyebrowEnd_hd.mesh
6	50	眉尾凹凸	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyebrowEnd_hd.mesh
6	53	眉心凹凸	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyebrowMiddle_hd.mesh
6	149	眼部高低	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeGrp_hd.mesh
6	147	眼部间距	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeGrp_hd.mesh
6	148	眼部深浅	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeGrp_hd.mesh
6	170	眼睛大小	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeGrp_hd.mesh
6	172	眼睛开合	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeGrp_hd.mesh
6	158	整体侧旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeGrp_hd.mesh
6	159	整体外旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeGrp_hd.mesh
6	160	眼睛上旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeGrp_hd.mesh
6	185	左右偏移	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeBall_hd.mesh
6	186	上下偏移	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeBall_hd.mesh
6	179	上睫毛外旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeLashU_hd.mesh
6	180	上睫毛上旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeLashU_hd.mesh
6	181	上睫毛侧旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeLashU_hd.mesh
6	176	下睫毛长短	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeLashD_hd.mesh
6	182	下睫毛外旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeLashD_hd.mesh
6	183	下睫毛上旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeLashD_hd.mesh
6	184	下睫毛侧旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeLashD_hd.mesh
6	150	上眼皮间距	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeU_hd.mesh
6	151	上眼皮开合	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeU_hd.mesh
6	161	上眼皮侧旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeU_hd.mesh
6	152	下眼皮间距	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeD_hd.mesh
6	153	下眼皮开合	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeD_hd.mesh
6	163	下眼皮侧旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeD_hd.mesh
6	154	内眼角左右	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeI_hd.mesh
6	155	内眼角上下	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeI_hd.mesh
6	156	外眼角左右	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeO_hd.mesh
6	157	外眼角上下	data\public\FaceMeta\F1\部件\F1_facemeta_parts_EyeO_hd.mesh
6	68	鼻子长短	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseGrp_hd.mesh
6	67	鼻子高矮	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseGrp_hd.mesh
6	78	鼻子偏斜	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseGrp_hd.mesh
6	92	鼻梁宽度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseBridge_hd.mesh
6	75	鼻梁高度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseBridge_hd.mesh
6	83	鼻梁弧度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseBridge_hd.mesh
6	94	鼻梁凹凸	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseBridge_hd.mesh
6	88	鼻尖宽度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseTip_hd.mesh
6	70	鼻尖高度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseTip_hd.mesh
6	69	鼻尖凹凸	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseTip_hd.mesh
6	79	鼻尖弧度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseTip_hd.mesh
6	71	鼻翼宽度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseEdge_hd.mesh
6	73	鼻翼高度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseEdge_hd.mesh
6	72	鼻翼凹凸	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseEdge_hd.mesh
6	80	鼻翼外旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseEdge_hd.mesh
6	81	鼻翼上旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseEdge_hd.mesh
6	82	鼻翼侧旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseEdge_hd.mesh
6	87	鼻底高度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseBottom_hd.mesh
6	95	鼻底宽度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseBottom_hd.mesh
6	76	鼻底凹凸	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseBottom_hd.mesh
6	84	鼻底弧度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_NoseBottom_hd.mesh
6	98	嘴部高低	data\public\FaceMeta\F1\部件\F1_facemeta_parts_MouthGrp_hd.mesh
6	97	嘴部凹凸	data\public\FaceMeta\F1\部件\F1_facemeta_parts_MouthGrp_hd.mesh
6	116	嘴部倾斜	data\public\FaceMeta\F1\部件\F1_facemeta_parts_MouthGrp_hd.mesh
6	130	嘴部宽窄	data\public\FaceMeta\F1\部件\F1_facemeta_parts_MouthGrp_hd.mesh
6	132	嘴唇厚度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_MouthGrp_hd.mesh
6	135	上唇厚度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_UPMouthGrp_hd.mesh
6	99	上唇凹凸	data\public\FaceMeta\F1\部件\F1_facemeta_parts_UPMouthGrp_hd.mesh
6	117	上唇上旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_UPMouthGrp_hd.mesh
6	137	上唇中宽窄	data\public\FaceMeta\F1\部件\F1_facemeta_parts_UpMouthM_hd.mesh
6	139	上唇中厚度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_UpMouthM_hd.mesh
6	107	上唇中高度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_UpMouthM_hd.mesh
6	106	上唇中凹凸	data\public\FaceMeta\F1\部件\F1_facemeta_parts_UpMouthM_hd.mesh
6	122	上唇中上旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_UpMouthM_hd.mesh
6	108	上唇两侧宽窄	data\public\FaceMeta\F1\部件\F1_facemeta_parts_UpMouthSide_hd.mesh
6	110	上唇两侧高度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_UpMouthSide_hd.mesh
6	109	上唇两侧凹凸	data\public\FaceMeta\F1\部件\F1_facemeta_parts_UpMouthSide_hd.mesh
6	123	上唇两侧外旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_UpMouthSide_hd.mesh
6	124	上唇两侧侧旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_UpMouthSide_hd.mesh
6	136	下唇厚度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_DMouthGrp_hd.mesh
6	102	下唇高度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_DMouthGrp_hd.mesh
6	100	下唇凹凸	data\public\FaceMeta\F1\部件\F1_facemeta_parts_DMouthGrp_hd.mesh
6	118	下唇上旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_DMouthGrp_hd.mesh
6	144	下唇中厚度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_DMouthM_hd.mesh
6	112	下唇中高度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_DMouthM_hd.mesh
6	111	下唇中凹凸	data\public\FaceMeta\F1\部件\F1_facemeta_parts_DMouthM_hd.mesh
6	126	下唇中上旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_DMouthM_hd.mesh
6	113	下唇两侧宽窄	data\public\FaceMeta\F1\部件\F1_facemeta_parts_DMouthSide_hd.mesh
6	115	下唇两侧高度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_DMouthSide_hd.mesh
6	114	下唇两侧凹凸	data\public\FaceMeta\F1\部件\F1_facemeta_parts_DMouthSide_hd.mesh
6	127	下唇两侧外旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_DMouthSide_hd.mesh
6	128	下唇两侧侧旋	data\public\FaceMeta\F1\部件\F1_facemeta_parts_DMouthSide_hd.mesh
6	105	嘴角高度	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Modiolus_hd.mesh
6	103	嘴角间距	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Modiolus_hd.mesh
6	104	嘴角凹凸	data\public\FaceMeta\F1\部件\F1_facemeta_parts_Modiolus_hd.mesh
